age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket,recommended_credit_limit
41,46796,Salaried,680,0,20260,0.74,1,0,Tier 1,0.432942987,1,Good,Medium,Adult,57477
46,55128,Salaried,746,2,14484,0.87,0,1,Tier 2,0.262734001,1,Excellent,Medium,Adult,77388
49,51834,Salaried,554,3,15614,0.45,0,2,Tier 3,0.301230852,1,Poor,Medium,Adult,56468
36,57875,Salaried,656,2,38519,0.59,2,1,Tier 1,0.665555076,1,Fair,Medium,Adult,60525
21,42687,Salaried,654,3,18662,0.96,0,1,Tier 1,0.43718228,0,Fair,Medium,Young,62712
40,15000,Salaried,684,1,5271,0.73,2,1,Tier 2,0.3514,1,Good,Low,Adult,17208
54,43041,Salaried,716,0,13700,0.8,0,0,Tier 1,0.318301155,1,Good,Medium,Senior,58069
45,92270,Self-Employed,791,3,59843,0.95,0,0,Tier 2,0.648563997,0,Excellent,High,Adult,224514
40,51836,Self-Employed,734,0,31487,0.58,0,0,Tier 2,0.607434987,1,Good,Medium,Adult,61324
22,50834,Salaried,744,1,32319,0.95,0,0,Tier 2,0.635775269,0,Excellent,Medium,Young,74174
51,41437,Self-Employed,667,0,8751,0.64,0,2,Tier 1,0.211188069,1,Fair,Medium,Senior,50883
23,66216,Salaried,692,0,46152,0.81,0,2,Tier 1,0.696991664,1,Good,Medium,Young,90050
34,15000,Salaried,744,1,3848,0.82,2,3,Tier 3,0.256533333,1,Excellent,Low,Adult,18235
31,109140,Self-Employed,760,0,58210,0.76,1,0,Tier 3,0.533351658,1,Excellent,High,Adult,226713
38,15000,Salaried,808,3,7151,0.93,0,2,Tier 1,0.476733333,0,Excellent,Low,Adult,36208
44,29753,Salaried,642,3,9296,0.67,0,0,Tier 2,0.312439082,1,Fair,Low,Adult,37244
27,45355,Salaried,649,3,21642,0.73,1,0,Tier 3,0.477169,1,Fair,Medium,Young,55305
27,55890,Salaried,506,0,12665,0.62,0,0,Tier 1,0.226605833,1,Poor,Medium,Young,67743
39,15000,Salaried,791,2,5410,1,0,1,Tier 2,0.360666667,0,Excellent,Low,Adult,37500
38,38851,Salaried,733,0,26439,0.73,1,1,Tier 2,0.680523024,1,Good,Low,Adult,47524
26,66359,Self-Employed,810,1,32670,0.85,1,1,Tier 2,0.492322066,1,Excellent,Medium,Young,145223
29,15000,Salaried,745,3,7936,0.72,0,0,Tier 2,0.529066667,1,Excellent,Low,Young,19355
35,36849,Self-Employed,723,0,9873,0.64,3,2,Tier 2,0.267931287,1,Good,Low,Adult,37027
50,86227,Salaried,742,1,55151,0.7,0,1,Tier 2,0.639602445,1,Excellent,High,Senior,110114
29,78110,Salaried,755,0,23504,0.73,0,1,Tier 2,0.300908975,1,Excellent,Medium,Young,169029
37,68179,Self-Employed,722,0,33240,0.94,0,1,Tier 3,0.487540152,0,Good,Medium,Adult,99205
26,55682,Self-Employed,649,1,25704,0.72,1,0,Tier 3,0.46162135,1,Fair,Medium,Young,67466
41,102194,Self-Employed,755,2,47998,0.78,0,1,Tier 3,0.469675323,1,Excellent,High,Adult,227327
31,57617,Salaried,624,2,23747,0.72,0,1,Tier 2,0.412152663,1,Fair,Medium,Adult,74203
43,44693,Salaried,738,2,13304,0.68,2,2,Tier 2,0.297675251,1,Good,Medium,Adult,49646
22,66308,Salaried,747,2,15237,0.96,0,1,Tier 1,0.229791277,0,Excellent,Medium,Young,97484
40,58382,Salaried,723,0,35566,0.75,0,2,Tier 3,0.609194615,1,Good,Medium,Adult,76626
44,39031,Salaried,604,3,25273,0.58,1,4,Tier 1,0.647510953,1,Fair,Low,Adult,43257
41,16487,Self-Employed,834,2,6890,0.93,0,1,Tier 2,0.417905016,0,Excellent,Low,Adult,39873
34,22456,Self-Employed,687,0,14133,0.77,0,0,Tier 3,0.62936409,1,Good,Low,Adult,29730
42,99793,Self-Employed,646,0,51196,0.9,1,0,Tier 2,0.513021955,0,Fair,High,Adult,134499
43,15000,Salaried,788,0,5741,0.77,1,1,Tier 3,0.382733333,1,Excellent,Low,Adult,31356
40,97637,Self-Employed,773,3,30377,0.69,0,0,Tier 3,0.311121808,1,Excellent,High,Adult,205789
25,105153,Self-Employed,742,2,45491,0.63,1,4,Tier 3,0.432617234,1,Excellent,High,Young,120835
38,96739,Self-Employed,851,0,43642,1,0,2,Tier 1,0.451131395,0,Excellent,High,Adult,241847
38,55747,Salaried,779,3,11618,0.87,0,3,Tier 2,0.208405833,1,Excellent,Medium,Adult,130604
44,57328,Salaried,565,1,18619,0.68,1,0,Tier 2,0.324780212,1,Poor,Medium,Adult,67762
46,15000,Self-Employed,703,1,4232,0.84,0,1,Tier 2,0.282133333,1,Good,Low,Adult,20698
37,113445,Self-Employed,652,2,39486,0.78,0,0,Tier 3,0.348062938,1,Fair,High,Adult,151361
21,87619,Self-Employed,666,1,23551,0.79,2,2,Tier 3,0.268788733,1,Fair,High,Young,104284
31,56038,Self-Employed,689,3,26203,0.78,1,2,Tier 1,0.467593419,1,Good,Medium,Adult,70547
43,90369,Self-Employed,725,1,19993,0.82,1,2,Tier 2,0.221237371,1,Good,High,Adult,116640
36,49623,Salaried,782,0,19763,0.78,0,1,Tier 3,0.398262902,1,Excellent,Medium,Adult,110209
21,46913,Salaried,727,3,20368,0.83,1,2,Tier 2,0.43416537,1,Good,Medium,Young,61028
28,68444,Self-Employed,609,3,35662,0.8,1,0,Tier 2,0.521039098,1,Fair,Medium,Young,87083
34,57438,Salaried,733,3,35126,0.72,0,2,Tier 2,0.611546363,1,Good,Medium,Adult,74308
33,89308,Salaried,828,3,28816,0.93,1,1,Tier 1,0.322658664,0,Excellent,High,Adult,204315
44,47378,Salaried,624,3,31293,0.44,1,1,Tier 2,0.660496433,1,Fair,Medium,Adult,47736
25,19821,Salaried,697,0,12390,0.97,0,4,Tier 3,0.625094597,0,Good,Low,Young,29253
38,73376,Self-Employed,774,2,38216,1,0,3,Tier 2,0.520824248,0,Excellent,Medium,Adult,183415
33,73632,Self-Employed,630,1,48279,0.76,4,0,Tier 2,0.655679596,1,Fair,Medium,Adult,74920
36,65161,Salaried,613,1,34956,0.68,1,0,Tier 2,0.536455855,1,Fair,Medium,Adult,77451
31,76951,Salaried,724,3,40558,0.86,1,0,Tier 3,0.527062676,1,Good,Medium,Adult,101556
22,45265,Self-Employed,805,2,27944,0.89,0,1,Tier 2,0.617342317,1,Excellent,Medium,Young,106956
33,15000,Salaried,721,0,8298,0.63,1,0,Tier 1,0.5532,1,Good,Low,Adult,17247
38,59957,Salaried,791,3,31732,0.83,1,0,Tier 3,0.52924596,1,Excellent,Medium,Adult,129628
44,39661,Self-Employed,663,2,9530,0.66,0,2,Tier 2,0.240286427,1,Fair,Low,Adult,49264
41,108525,Self-Employed,739,1,31459,0.77,0,1,Tier 2,0.289877908,1,Good,High,Adult,144311
23,15000,Self-Employed,677,3,7828,0.76,3,3,Tier 3,0.521866667,1,Good,Low,Young,16466
29,90990,Self-Employed,783,0,22026,0.83,0,1,Tier 2,0.242070557,1,Excellent,High,Young,208454
34,89090,Self-Employed,523,0,47345,0.52,0,0,Tier 1,0.531428892,1,Poor,High,Adult,101860
40,45293,Salaried,755,0,16180,0.61,1,4,Tier 3,0.357229594,1,Excellent,Medium,Adult,85420
26,55288,Salaried,694,0,29182,0.73,1,4,Tier 3,0.527817971,1,Good,Medium,Young,67700
44,83310,Self-Employed,677,2,57973,0.67,0,2,Tier 2,0.695870844,1,Good,High,Adult,104554
45,15000,Salaried,760,2,4237,1,1,3,Tier 1,0.282466667,0,Excellent,Low,Adult,35559
33,87497,Self-Employed,712,2,49327,0.71,1,2,Tier 1,0.563756472,1,Good,High,Adult,105573
31,29615,Self-Employed,695,2,6064,0.68,1,0,Tier 3,0.204761101,1,Good,Low,Adult,35029
41,69216,Self-Employed,710,3,17767,0.86,1,1,Tier 2,0.256689205,1,Good,Medium,Adult,91215
36,45733,Salaried,727,0,16704,0.7,0,0,Tier 1,0.365250476,1,Good,Medium,Adult,58196
29,79858,Self-Employed,749,1,16339,0.68,1,1,Tier 1,0.204600666,1,Excellent,Medium,Young,94359
27,15000,Salaried,711,1,6813,0.83,0,1,Tier 1,0.4542,1,Good,Low,Young,20633
39,61002,Salaried,695,2,17150,0.75,4,0,Tier 2,0.281138323,1,Good,Medium,Adult,61842
38,15000,Salaried,830,1,7463,0.79,1,1,Tier 3,0.497533333,1,Excellent,Low,Adult,31640
36,86471,Self-Employed,744,0,42800,0.91,0,0,Tier 1,0.494963629,0,Excellent,High,Adult,123853
28,27159,Self-Employed,518,1,14181,0.61,0,0,Tier 3,0.522147354,1,Poor,Low,Young,32777
44,34182,Self-Employed,688,0,15534,0.95,1,2,Tier 1,0.45444971,0,Good,Low,Adult,47329
30,52613,Salaried,740,1,14332,0.65,2,1,Tier 3,0.272404159,1,Excellent,Medium,Adult,57174
24,62031,Self-Employed,726,1,28861,0.86,0,0,Tier 1,0.465267366,1,Good,Medium,Young,86458
37,69310,Self-Employed,808,2,23736,0.72,0,3,Tier 1,0.342461405,1,Excellent,Medium,Adult,149321
38,32049,Salaried,584,3,14157,0.58,0,2,Tier 2,0.441729851,1,Fair,Low,Adult,37965
24,81434,Self-Employed,656,1,50631,0.69,2,0,Tier 1,0.621742761,1,Fair,High,Young,91146
24,104079,Self-Employed,797,3,54694,0.89,1,2,Tier 1,0.525504665,1,Excellent,High,Young,232322
30,88391,Self-Employed,586,1,36654,0.7,0,2,Tier 2,0.414680228,1,Fair,High,Adult,112958
37,20042,Salaried,763,3,10607,0.84,2,1,Tier 2,0.529238599,1,Excellent,Low,Adult,41171
44,126133,Self-Employed,777,3,53358,0.7,1,0,Tier 1,0.423029659,1,Excellent,High,Adult,252625
49,57075,Self-Employed,789,1,25983,1,0,3,Tier 3,0.455243101,0,Excellent,Medium,Adult,142688
36,79676,Self-Employed,768,2,16263,0.72,0,1,Tier 3,0.204114162,1,Excellent,Medium,Adult,171399
26,30196,Salaried,768,3,8800,0.77,0,1,Tier 2,0.291429328,1,Excellent,Low,Young,66622
42,58021,Self-Employed,803,1,21634,0.91,2,1,Tier 2,0.372864997,0,Excellent,Medium,Adult,124095
35,32216,Salaried,695,2,14869,0.82,1,1,Tier 1,0.461540849,1,Good,Low,Adult,41612
37,22642,Salaried,788,2,13745,0.97,0,1,Tier 2,0.60705768,0,Excellent,Low,Adult,55845
40,76180,Self-Employed,757,3,19285,0.76,2,0,Tier 3,0.253150433,1,Excellent,Medium,Adult,148327
46,24742,Salaried,776,0,9507,0.86,1,1,Tier 2,0.384245413,1,Excellent,Low,Adult,54518
23,113187,Self-Employed,628,0,58649,0.59,2,1,Tier 1,0.518160213,1,Fair,High,Young,118204
34,91862,Salaried,811,0,45187,1,1,0,Tier 1,0.491900895,0,Excellent,High,Adult,218171
45,40217,Salaried,752,2,14661,0.97,0,0,Tier 2,0.364547331,0,Excellent,Medium,Adult,99238
38,28342,Salaried,650,2,12017,0.6,1,0,Tier 3,0.423999718,1,Fair,Low,Adult,31957
21,87061,Self-Employed,611,2,31475,0.79,0,3,Tier 2,0.361528124,1,Fair,High,Young,117063
33,57138,Self-Employed,529,3,17988,0.67,1,0,Tier 3,0.314816759,1,Poor,Medium,Adult,67214
39,95618,Self-Employed,756,1,54040,0.85,1,0,Tier 3,0.565165555,1,Excellent,High,Adult,208982
34,49134,Self-Employed,767,0,11976,0.91,1,0,Tier 3,0.243741605,0,Excellent,Medium,Adult,111321
29,48578,Salaried,665,0,10056,0.81,0,0,Tier 1,0.207007287,1,Fair,Medium,Young,65876
57,92509,Self-Employed,613,3,59194,0.69,2,4,Tier 1,0.639872877,1,Fair,High,Senior,103554
33,36871,Salaried,630,3,12521,0.62,0,1,Tier 1,0.339589379,1,Fair,Low,Adult,44929
44,49627,Self-Employed,643,2,29415,0.77,0,2,Tier 3,0.592721704,1,Fair,Medium,Adult,65829
26,52271,Self-Employed,794,3,23833,0.86,0,1,Tier 3,0.455950718,1,Excellent,Medium,Young,121814
37,20739,Salaried,659,2,11884,0.67,3,0,Tier 2,0.573026665,1,Fair,Low,Adult,21386
22,62535,Self-Employed,858,3,28741,1,1,1,Tier 2,0.459598625,0,Excellent,Medium,Young,148519
39,40618,Salaried,689,2,8254,0.89,1,2,Tier 2,0.203210399,1,Good,Medium,Adult,54490
28,60454,Self-Employed,646,2,25279,0.73,0,1,Tier 2,0.418152645,1,Fair,Medium,Young,78371
31,61734,Salaried,756,1,21055,0.84,1,1,Tier 3,0.341060032,1,Excellent,Medium,Adult,134345
28,68858,Salaried,778,3,22308,0.81,1,5,Tier 2,0.323971071,1,Excellent,Medium,Young,146934
56,26754,Self-Employed,764,2,17387,0.83,0,3,Tier 3,0.649884129,1,Excellent,Low,Senior,61277
46,49080,Self-Employed,667,3,19372,0.53,2,1,Tier 3,0.394702526,1,Fair,Medium,Adult,49078
44,98775,Self-Employed,800,0,33036,0.83,1,0,Tier 2,0.334457099,1,Excellent,High,Adult,213789
42,67114,Self-Employed,798,3,30465,0.88,0,0,Tier 1,0.453929136,1,Excellent,Medium,Adult,157997
28,94559,Salaried,614,2,57691,0.75,1,3,Tier 2,0.61010586,1,Fair,High,Young,117314
43,81914,Self-Employed,661,0,43410,0.51,1,1,Tier 1,0.529946041,1,Fair,High,Adult,86542
34,33601,Self-Employed,597,3,12219,0.73,4,0,Tier 1,0.363649891,1,Fair,Low,Adult,33537
34,42761,Self-Employed,748,0,22044,0.88,1,0,Tier 2,0.515516475,1,Excellent,Medium,Adult,57176
39,54953,Salaried,626,1,17244,0.61,0,2,Tier 1,0.313795425,1,Fair,Medium,Adult,66290
34,70790,Salaried,772,0,39530,0.9,0,3,Tier 3,0.558412205,0,Excellent,Medium,Adult,168389
39,50587,Salaried,734,3,22255,0.72,1,0,Tier 2,0.439935161,1,Good,Medium,Adult,61532
38,75536,Salaried,677,3,41653,0.67,1,1,Tier 2,0.55143243,1,Good,Medium,Adult,88818
40,40376,Salaried,900,1,24035,1,0,2,Tier 2,0.595279374,0,Excellent,Medium,Adult,100940
37,84155,Salaried,733,0,50237,1,1,0,Tier 2,0.596957994,0,Good,High,Adult,119921
34,49099,Salaried,597,0,32107,0.64,0,3,Tier 1,0.653923705,1,Fair,Medium,Adult,60262
31,40643,Self-Employed,771,2,27038,0.84,0,1,Tier 3,0.66525601,1,Excellent,Medium,Adult,93328
39,78685,Salaried,785,2,18902,0.95,0,2,Tier 2,0.240223677,0,Excellent,Medium,Adult,192248
21,18191,Salaried,579,0,4987,0.66,1,1,Tier 1,0.274146556,1,Poor,Low,Young,21260
41,35767,Salaried,627,2,11468,0.76,0,2,Tier 2,0.320630749,1,Fair,Low,Adult,47249
35,44031,Self-Employed,649,0,28126,0.77,0,1,Tier 2,0.638777225,1,Fair,Medium,Adult,58401
29,111949,Self-Employed,742,2,58481,0.76,0,0,Tier 2,0.52238966,1,Excellent,High,Young,147972
40,64096,Salaried,700,1,44261,0.72,2,1,Tier 3,0.690542312,1,Good,Medium,Adult,73227
25,48555,Salaried,633,0,33833,0.73,0,2,Tier 1,0.696797446,1,Fair,Medium,Young,62897
38,46217,Salaried,680,3,12158,0.88,0,3,Tier 1,0.263063375,1,Good,Medium,Adult,65200
25,37798,Self-Employed,725,1,21597,0.93,1,2,Tier 1,0.571379438,0,Good,Low,Young,51831
39,41188,Salaried,643,3,23399,0.53,0,2,Tier 1,0.56810236,1,Fair,Medium,Adult,47292
32,104466,Self-Employed,742,0,30340,0.8,0,0,Tier 2,0.290429422,1,Excellent,High,Adult,140659
44,49363,Salaried,726,0,14241,0.84,0,1,Tier 1,0.288495432,1,Good,Medium,Adult,68183
25,46477,Salaried,850,2,31207,1,0,2,Tier 3,0.671450395,0,Excellent,Medium,Young,116191
53,56263,Salaried,834,0,31548,0.88,0,0,Tier 1,0.560723744,1,Excellent,Medium,Senior,132458
32,28032,Self-Employed,699,3,18568,0.78,1,2,Tier 2,0.662385845,1,Good,Low,Adult,35339
44,27185,Salaried,718,1,18961,0.76,2,3,Tier 1,0.697480228,1,Good,Low,Adult,31745
37,94369,Self-Employed,657,0,49492,0.81,0,1,Tier 3,0.524451886,1,Fair,High,Adult,128121
42,116775,Self-Employed,737,2,64727.125,0.85,1,3,Tier 1,0.554289231,1,Good,High,Adult,153615
46,70661,Salaried,839,1,46792,1,1,2,Tier 3,0.662204045,0,Excellent,Medium,Adult,167818
49,69514,Self-Employed,699,0,32439,0.81,2,1,Tier 3,0.466654199,1,Good,Medium,Adult,83716
29,62931,Self-Employed,700,1,21883,0.91,1,1,Tier 1,0.347730054,0,Good,Medium,Young,85258
33,38810,Salaried,735,3,16817,0.91,0,1,Tier 1,0.433316156,0,Good,Low,Adult,55606
30,50773,Salaried,694,1,19004,0.76,2,1,Tier 1,0.374293424,1,Good,Medium,Adult,59414
24,89209,Self-Employed,787,1,38889,0.9,1,3,Tier 3,0.435931352,0,Excellent,High,Young,201013
39,68392,Self-Employed,841,0,46189,0.88,1,1,Tier 3,0.675356767,1,Excellent,Medium,Adult,152303
32,30535,Salaried,791,2,9012,0.79,1,1,Tier 1,0.295136728,1,Excellent,Low,Adult,64482
44,71032,Salaried,665,3,18281,0.79,0,1,Tier 3,0.257362879,1,Fair,Medium,Adult,95254
44,33211,Salaried,689,1,8541,0.75,0,5,Tier 3,0.257173828,1,Good,Low,Adult,43612
32,45173,Self-Employed,713,1,23354,0.59,1,2,Tier 1,0.516990238,1,Good,Medium,Adult,50430
21,127075,Self-Employed,674,2,64727.125,0.47,2,1,Tier 2,0.509361597,1,Good,High,Young,121317
35,60640,Self-Employed,547,2,31674,0.49,2,2,Tier 2,0.522328496,1,Poor,Medium,Adult,58553
35,96896,Self-Employed,732,3,64727.125,0.88,0,2,Tier 2,0.668006161,1,Good,High,Adult,136550
31,55251,Self-Employed,858,3,28558,1,0,3,Tier 1,0.516877523,0,Excellent,Medium,Adult,138127
31,90413,Self-Employed,779,0,43825,1,2,2,Tier 1,0.484720118,0,Excellent,High,Adult,203428
40,79624,Salaried,714,2,27269,0.88,1,0,Tier 1,0.342472119,1,Good,Medium,Adult,106043
40,52228,Salaried,763,1,32440,0.89,0,0,Tier 2,0.621122769,1,Excellent,Medium,Adult,123577
36,54178,Salaried,648,2,28586,0.75,1,1,Tier 3,0.527631142,1,Fair,Medium,Adult,67233
32,98832,Salaried,725,1,33138,0.84,1,2,Tier 2,0.33529626,1,Good,High,Adult,129310
40,15000,Salaried,828,2,4875,1,0,2,Tier 3,0.325,0,Excellent,Low,Adult,37500
31,130640.625,Self-Employed,693,3,64727.125,0.88,0,1,Tier 1,0.495459395,1,Good,High,Adult,213451
46,34668,Salaried,699,2,9581,0.69,0,3,Tier 1,0.276364371,1,Good,Low,Adult,44034
23,76386,Salaried,710,3,41313,0.79,2,0,Tier 3,0.540845181,1,Good,Medium,Young,90986
31,34212,Self-Employed,752,2,7325,0.63,3,2,Tier 1,0.214106162,1,Excellent,Low,Adult,57011
31,62842,Salaried,760,3,26505,0.79,0,1,Tier 1,0.421772063,1,Excellent,Medium,Adult,140331
33,61419,Self-Employed,785,1,31463,0.91,0,1,Tier 1,0.512268191,0,Excellent,Medium,Adult,147004
43,53527,Salaried,659,2,23993,0.82,0,1,Tier 2,0.448241075,1,Fair,Medium,Adult,72907
28,59023,Salaried,773,1,28855,0.9,0,2,Tier 2,0.488877217,0,Excellent,Medium,Young,139991
39,71791,Salaried,794,2,33786,0.83,1,2,Tier 3,0.470616094,1,Excellent,Medium,Adult,155312
45,23046,Salaried,851,1,5086,1,0,1,Tier 1,0.220689057,0,Excellent,Low,Adult,57615
30,74831,Self-Employed,584,3,44732,0.79,1,2,Tier 2,0.59777365,1,Fair,Medium,Adult,95064
41,15000,Salaried,758,1,6951,0.93,0,2,Tier 2,0.4634,0,Excellent,Low,Adult,36212
28,15000,Self-Employed,759,2,3915,0.84,1,2,Tier 3,0.261,1,Excellent,Low,Young,32561
25,59265,Salaried,817,2,29385,1,0,1,Tier 1,0.495823842,0,Excellent,Medium,Young,148162
37,55556,Self-Employed,782,1,32108,0.72,2,3,Tier 2,0.577939376,1,Excellent,Medium,Adult,105884
32,15000,Self-Employed,701,2,8820,0.88,0,2,Tier 3,0.588,1,Good,Low,Adult,21168
49,82361,Self-Employed,900,1,48542,0.83,0,0,Tier 1,0.589380896,1,Excellent,High,Adult,188335
37,48248,Self-Employed,699,3,25741,0.72,2,2,Tier 2,0.533514343,1,Good,Medium,Adult,54865
44,22641,Self-Employed,733,3,12425,0.76,0,1,Tier 3,0.548783181,1,Good,Low,Adult,29803
36,65655,Salaried,866,1,44891,1,0,3,Tier 2,0.683740766,0,Excellent,Medium,Adult,164137
23,67619,Salaried,728,2,23768,0.8,0,2,Tier 3,0.351498839,1,Good,Medium,Young,91225
40,43299,Self-Employed,709,2,30140,0.78,2,0,Tier 2,0.696089979,1,Good,Medium,Adult,51199
44,57484,Self-Employed,717,0,36314,0.82,0,0,Tier 3,0.63172361,1,Good,Medium,Adult,78322
47,81801,Self-Employed,729,0,41906,0.73,1,5,Tier 1,0.512292026,1,Good,High,Adult,99706
35,23976,Self-Employed,702,1,8836,0.95,0,3,Tier 2,0.368535202,0,Good,Low,Adult,35145
23,59186,Salaried,651,1,20698,0.77,0,0,Tier 3,0.34971108,1,Fair,Medium,Young,78649
30,70903,Salaried,882,3,47018,0.87,1,2,Tier 2,0.66313132,1,Excellent,Medium,Adult,157069
32,25511,Salaried,650,1,10484,0.67,0,1,Tier 3,0.410959978,1,Fair,Low,Adult,31957
36,28161,Self-Employed,812,0,12662,0.89,0,2,Tier 1,0.449628919,1,Excellent,Low,Adult,66591
49,80275,Self-Employed,821,1,45772,0.81,0,2,Tier 1,0.570189972,1,Excellent,High,Adult,181401
43,47174,Salaried,702,3,21228,0.91,0,3,Tier 1,0.449993641,0,Good,Medium,Adult,67554
28,74775,Self-Employed,567,0,45722,0.6,0,3,Tier 1,0.61146105,1,Poor,Medium,Young,89759
25,15000,Self-Employed,667,3,9026,0.78,1,2,Tier 3,0.601733333,1,Fair,Low,Young,18848
39,64340,Self-Employed,740,0,41047,0.79,0,3,Tier 3,0.637970159,1,Excellent,Medium,Adult,86348
44,78255,Salaried,751,2,17658,0.65,1,3,Tier 3,0.225646924,1,Excellent,Medium,Adult,151309
34,64226,Self-Employed,791,0,15525,0.75,2,1,Tier 2,0.241724535,1,Excellent,Medium,Adult,124710
32,38753,Salaried,709,0,22291,1,1,0,Tier 3,0.575207081,0,Good,Low,Adult,55223
32,36131,Salaried,737,2,19661,0.8,1,1,Tier 3,0.544158756,1,Good,Low,Adult,46093
25,18107,Self-Employed,735,1,12599,0.8,1,1,Tier 3,0.695808251,1,Good,Low,Young,23022
36,121735,Self-Employed,793,3,62125,0.75,1,2,Tier 1,0.510329815,1,Excellent,High,Adult,251423
36,110229,Self-Employed,715,3,24033,0.77,0,1,Tier 2,0.218027924,1,Good,High,Adult,145982
33,73829,Self-Employed,757,2,49990,0.91,0,1,Tier 2,0.677105203,0,Excellent,Medium,Adult,175891
34,47201,Self-Employed,763,3,10208,0.76,0,1,Tier 1,0.216266605,1,Excellent,Medium,Adult,103578
48,79825,Self-Employed,650,1,37033,0.67,1,0,Tier 2,0.463927341,1,Fair,Medium,Adult,94259
30,34094,Self-Employed,789,1,13606,0.84,2,0,Tier 1,0.399073151,1,Excellent,Low,Adult,70002
42,59365,Salaried,744,1,31573,0.97,0,3,Tier 2,0.531845363,0,Excellent,Medium,Adult,87492
24,63682,Salaried,763,0,24121,0.84,1,3,Tier 3,0.378772652,1,Excellent,Medium,Young,138884
29,59424,Salaried,662,1,36042,0.66,0,0,Tier 2,0.606522617,1,Fair,Medium,Young,73965
35,18977,Salaried,750,2,5950,0.91,0,0,Tier 2,0.31353744,0,Excellent,Low,Adult,27240
38,54224,Self-Employed,807,3,16512,0.92,0,2,Tier 1,0.304514606,0,Excellent,Medium,Adult,130089
44,66588,Self-Employed,608,2,22895,0.77,1,2,Tier 3,0.34383072,1,Fair,Medium,Adult,83362
27,69881,Self-Employed,871,2,26688,0.88,0,0,Tier 2,0.381906384,1,Excellent,Medium,Young,163971
32,116072,Salaried,643,2,62254,0.55,0,3,Tier 3,0.536339513,1,Fair,High,Adult,134741
29,28049,Salaried,756,2,16309,0.78,1,1,Tier 3,0.581446754,1,Excellent,Low,Young,58976
31,20745,Self-Employed,776,2,6590,0.99,0,1,Tier 3,0.317666908,0,Excellent,Low,Adult,51652
27,36264,Salaried,756,3,13584,0.77,0,3,Tier 2,0.374586367,1,Excellent,Low,Young,80226
36,63745,Salaried,683,3,16132,0.73,0,3,Tier 3,0.253070829,1,Good,Medium,Adult,82706
30,53404,Self-Employed,801,0,33309,0.89,0,3,Tier 3,0.623717325,1,Excellent,Medium,Adult,126161
50,67262,Salaried,690,0,41911,0.81,4,1,Tier 1,0.623100711,1,Good,Medium,Senior,71068
35,26679,Salaried,787,1,18279,0.96,0,3,Tier 1,0.68514562,0,Excellent,Low,Adult,65452
36,45451,Salaried,739,2,18122,0.78,1,0,Tier 1,0.3987151,1,Good,Medium,Adult,57292
25,33525,Salaried,784,1,23410,0.99,1,2,Tier 2,0.698284862,0,Excellent,Low,Young,79176
34,19853,Salaried,740,1,7971,0.71,0,3,Tier 2,0.401501033,1,Excellent,Low,Adult,25512
35,25016,Salaried,884,0,15079,1,0,3,Tier 3,0.602774224,0,Excellent,Low,Adult,62540
29,129705,Self-Employed,810,1,64727.125,0.7,2,5,Tier 2,0.499033383,1,Excellent,High,Young,242975
37,34526,Salaried,618,2,17175,0.71,2,5,Tier 1,0.497451196,1,Fair,Low,Adult,39078
38,38891,Self-Employed,754,3,23636,0.75,0,1,Tier 3,0.607749865,1,Excellent,Low,Adult,85020
40,68021,Salaried,612,0,17056,0.72,1,0,Tier 2,0.250746093,1,Fair,Medium,Adult,82746
21,81883,Self-Employed,794,1,46683,0.8,0,0,Tier 2,0.57011834,1,Excellent,High,Young,184480
28,16473,Self-Employed,645,1,3901,0.68,1,7,Tier 1,0.236811753,1,Fair,Low,Young,19503
37,66217,Self-Employed,896,3,14242,0.94,0,2,Tier 1,0.215080719,0,Excellent,Medium,Adult,160744
27,69836,Salaried,747,0,25130,0.9,0,0,Tier 3,0.359843061,0,Excellent,Medium,Young,99591
21,71355,Self-Employed,715,2,31835,0.74,1,0,Tier 1,0.446149534,1,Good,Medium,Young,87505
28,68504,Salaried,614,0,46910,0.87,1,0,Tier 1,0.684777531,1,Fair,Medium,Young,90987
48,56526,Self-Employed,828,0,24481,0.93,0,1,Tier 2,0.433092736,0,Excellent,Medium,Adult,136399
42,83085,Self-Employed,725,1,17258,0.76,2,1,Tier 2,0.207714991,1,Good,High,Adult,97027
38,54911,Self-Employed,843,0,18523,1,0,1,Tier 1,0.337327676,0,Excellent,Medium,Adult,137276
33,22761,Self-Employed,799,1,8404,1,0,0,Tier 3,0.369228066,0,Excellent,Low,Adult,56901
43,70004,Self-Employed,676,3,21130,0.74,1,0,Tier 1,0.301839895,1,Good,Medium,Adult,86085
42,51161,Self-Employed,696,2,33145,0.8,0,1,Tier 1,0.647856766,1,Good,Medium,Adult,69071
40,81997,Self-Employed,767,2,46595,0.93,1,3,Tier 1,0.568252497,0,Excellent,High,Adult,188001
40,61420,Salaried,603,1,31144,0.61,2,3,Tier 3,0.507066102,1,Fair,Medium,Adult,65024
56,38642,Salaried,727,2,26973,0.78,1,2,Tier 3,0.698022877,1,Good,Low,Senior,48709
23,36231,Self-Employed,679,1,12048,0.74,2,1,Tier 1,0.332532914,1,Good,Low,Young,41780
