customer_id,age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit
CUST03986,56,98611,Self-Employed,611,0,57376,0.61,0,0,Tier 3,118760
CUST03987,42,52198,Self-Employed,751,1,15459,0.71,0,1,Tier 1,111592
CUST03988,29,51552,Salaried,779,0,19456,0.68,1,0,Tier 2,101713
CUST03989,34,110364,Self-Employed,766,3,46901,0.78,2,2,Tier 3,218155
CUST03990,40,62989,Salaried,595,1,21156,0.63,1,1,Tier 1,72491
CUST03991,40,47651,Salaried,737,1,24002,0.73,1,4,Tier 1,58173
CUST03992,26,186741,Self-Employed,613,0,45416,0.66,1,0,Tier 1,217825
CUST03993,52,54281,Salaried,807,3,11892,0.85,0,1,Tier 3,125443
CUST03994,28,44721,Salaried,760,2,11986,0.81,0,3,Tier 1,101193
CUST03995,36,69288,Self-Employed,781,0,27883,0.92,0,0,Tier 2,166374
CUST03996,54,42350,Salaried,842,0,11097,1.0,1,2,Tier 2,100580
CUST03997,38,51300,Salaried,827,1,32189,0.87,0,3,Tier 1,119714
CUST03998,29,67543,Self-Employed,686,3,34201,0.62,1,0,Tier 3,76918
CUST03999,42,71511,Salaried,654,1,43054,0.71,1,2,Tier 2,86188
CUST04000,21,63107,Self-Employed,816,2,27021,0.91,0,1,Tier 1,150302
CUST04001,35,66288,Salaried,663,2,39566,0.83,0,2,Tier 3,90784
CUST04002,36,70917,Self-Employed,728,0,30226,0.78,2,2,Tier 1,84035
CUST04003,22,47670,Self-Employed,758,3,20105,0.79,0,1,Tier 2,106925
CUST04004,26,61623,Self-Employed,674,2,27214,0.69,1,0,Tier 3,73336
CUST04005,35,79732,Self-Employed,693,0,41934,0.62,1,2,Tier 2,90747
CUST04006,34,55756,Self-Employed,652,1,33188,0.76,2,2,Tier 3,65119
CUST04007,37,42044,Salaried,767,1,13190,0.87,0,0,Tier 1,98481
CUST04008,29,31768,Self-Employed,659,0,18430,0.7,0,1,Tier 3,40570
CUST04009,34,44813,Self-Employed,710,3,21339,0.77,1,1,Tier 3,56201
CUST04010,37,99922,Self-Employed,594,0,51151,0.69,0,0,Tier 2,126661
CUST04011,38,62892,Self-Employed,900,3,33675,1.0,0,1,Tier 1,157229
CUST04012,43,94944,Self-Employed,656,2,42560,0.68,2,0,Tier 1,105167
CUST04013,27,49630,Salaried,749,1,14541,0.78,1,3,Tier 2,62684
CUST04014,21,96650,Self-Employed,716,3,50363,0.77,3,1,Tier 2,106461
CUST04015,44,74986,Salaried,640,1,50954,0.75,0,0,Tier 2,98317
CUST04016,27,40648,Salaried,838,3,25079,0.92,2,1,Tier 2,87338
CUST04017,32,130654,Self-Employed,791,2,40627,0.98,1,1,Tier 3,307681
CUST04018,44,134729,Self-Employed,841,1,78349,0.91,1,3,Tier 1,304140
CUST04019,40,78959,Self-Employed,682,3,29731,0.83,0,2,Tier 2,108601
CUST04020,24,20991,Salaried,712,1,14508,0.82,0,1,Tier 3,28671
CUST04021,37,44868,Salaried,753,1,26247,0.86,0,0,Tier 3,104379
CUST04022,56,56705,Salaried,606,2,22854,0.67,0,1,Tier 3,70863
CUST04023,39,69214,Salaried,760,1,47738,0.8,1,1,Tier 1,146711
CUST04024,40,76642,Self-Employed,624,3,43364,0.98,0,1,Tier 2,113831
CUST04025,32,38509,Salaried,801,3,21279,1.0,0,2,Tier 2,96271
CUST04026,41,81150,Self-Employed,781,3,53846,0.84,2,2,Tier 2,166608
CUST04027,33,42550,Self-Employed,723,1,13964,0.68,1,4,Tier 2,50371
CUST04028,29,86011,Self-Employed,710,0,49461,0.78,2,3,Tier 3,101702
CUST04029,28,95422,Self-Employed,713,1,53449,0.76,3,2,Tier 3,104360
CUST04030,24,46699,Salaried,795,0,21722,1.0,0,1,Tier 1,116746
CUST04031,21,39560,Self-Employed,712,0,15687,0.75,1,1,Tier 1,48880
CUST04032,29,79969,Self-Employed,759,3,50293,0.93,0,0,Tier 3,193392
CUST04033,26,78082,Self-Employed,671,1,48996,0.71,0,1,Tier 2,100357
CUST04034,42,44490,Salaried,764,3,23593,0.88,2,2,Tier 2,93391
CUST04035,27,92219,Self-Employed,691,2,50606,0.8,1,1,Tier 2,117876
CUST04036,21,91888,Self-Employed,729,0,63879,0.64,0,2,Tier 2,112965
CUST04037,40,52508,Salaried,714,2,29865,0.98,0,0,Tier 3,78017
CUST04038,38,73489,Self-Employed,849,0,23747,0.84,0,1,Tier 2,169301
CUST04039,36,53456,Self-Employed,733,0,22298,0.62,1,4,Tier 2,60973
CUST04040,25,15000,Salaried,687,1,6455,0.78,0,3,Tier 3,20051
CUST04041,47,59844,Salaried,842,2,25763,0.85,1,1,Tier 1,130539
CUST04042,41,88748,Self-Employed,672,3,25402,0.77,0,0,Tier 3,118050
CUST04043,31,65563,Salaried,782,0,26797,0.89,0,1,Tier 3,154679
CUST04044,24,51531,Self-Employed,593,3,30813,0.47,1,1,Tier 1,52909
CUST04045,38,82263,Salaried,844,3,40444,0.97,1,1,Tier 3,191929
CUST04046,22,55434,Salaried,810,0,21917,0.92,0,0,Tier 3,133027
CUST04047,33,35490,Salaried,844,3,7500,1.0,0,3,Tier 2,88724
CUST04048,32,54849,Salaried,738,2,21253,0.68,1,0,Tier 1,64877
CUST04049,28,49991,Self-Employed,604,0,30926,0.63,0,1,Tier 1,60934
CUST04050,39,30688,Self-Employed,743,0,7941,0.87,0,2,Tier 2,43041
CUST04051,21,31599,Salaried,845,3,8912,1.0,0,3,Tier 3,78997
CUST04052,41,73164,Self-Employed,763,0,44293,0.61,0,1,Tier 3,147590
CUST04053,43,58728,Self-Employed,811,3,21414,0.88,0,2,Tier 2,138337
CUST04054,32,18546,Self-Employed,690,0,9647,0.8,1,2,Tier 1,23700
CUST04055,40,47373,Salaried,654,0,24826,0.66,1,3,Tier 2,55587
CUST04056,33,66597,Salaried,691,0,35108,0.82,1,2,Tier 2,85715
CUST04057,43,58230,Salaried,805,1,19746,1.0,0,1,Tier 3,145575
CUST04058,29,90361,Self-Employed,719,0,24057,0.75,1,2,Tier 1,111557
CUST04059,22,76594,Self-Employed,795,2,31996,0.94,0,3,Tier 1,185839
CUST04060,36,27210,Salaried,742,2,15941,0.82,1,0,Tier 3,35176
CUST04061,57,15000,Salaried,718,0,6787,0.67,2,2,Tier 1,16591
CUST04062,25,102845,Self-Employed,775,1,30827,0.78,2,2,Tier 1,202676
CUST04063,26,70899,Self-Employed,671,2,34579,0.59,1,2,Tier 1,79309
CUST04064,26,26480,Salaried,616,0,13244,0.67,0,0,Tier 1,33184
CUST04065,34,32533,Salaried,747,1,17522,0.96,0,2,Tier 2,47905
CUST04066,43,41471,Salaried,615,1,26642,0.6,1,1,Tier 2,46572
CUST04067,22,47506,Salaried,681,3,13273,0.71,0,5,Tier 2,60906
CUST04068,30,79610,Salaried,733,1,36400,0.91,0,1,Tier 3,114208
CUST04069,39,67260,Self-Employed,601,0,26908,0.6,0,1,Tier 2,80715
CUST04070,25,32407,Self-Employed,648,3,11049,0.6,2,2,Tier 2,34041
CUST04071,50,80192,Self-Employed,587,2,53769,0.61,0,1,Tier 2,96555
CUST04072,32,46679,Self-Employed,847,2,9430,0.97,0,1,Tier 1,115067
CUST04073,32,65858,Self-Employed,809,3,30336,0.66,0,0,Tier 1,136265
CUST04074,30,61247,Self-Employed,639,0,37557,0.65,2,3,Tier 2,66539
CUST04075,29,85991,Salaried,706,0,24268,0.74,2,0,Tier 3,99200
CUST04076,46,92167,Self-Employed,856,0,53716,0.86,0,2,Tier 1,214657
CUST04077,25,73892,Self-Employed,718,1,46695,0.57,0,3,Tier 3,86934
CUST04078,38,73261,Salaried,825,0,49449,0.75,1,1,Tier 3,151335
CUST04079,28,33483,Self-Employed,777,0,17261,1.0,0,1,Tier 1,83707
CUST04080,43,91264,Salaried,683,0,41607,0.76,1,7,Tier 2,113422
CUST04081,51,56585,Salaried,650,1,30249,0.77,1,1,Tier 1,71039
CUST04082,21,55810,Self-Employed,597,0,15665,0.74,2,2,Tier 1,64505
CUST04083,27,77132,Self-Employed,647,0,26418,0.68,0,0,Tier 3,97176
CUST04084,37,70062,Salaried,882,2,38843,1.0,0,1,Tier 1,175155
CUST04085,21,61923,Self-Employed,620,1,18420,0.68,0,2,Tier 3,78143
CUST04086,33,31462,Salaried,675,3,11423,0.72,1,2,Tier 2,38111
CUST04087,34,64038,Self-Employed,583,2,27105,0.66,2,2,Tier 1,70124
CUST04088,27,21860,Self-Employed,710,2,7110,0.91,0,3,Tier 2,31238
CUST04089,35,81565,Self-Employed,684,3,51393,0.68,0,0,Tier 1,102696
CUST04090,30,55485,Salaried,675,0,26304,0.72,0,0,Tier 2,71756
CUST04091,31,54052,Self-Employed,692,0,26212,0.87,1,0,Tier 3,71945
CUST04092,21,93719,Self-Employed,650,2,30373,0.82,0,2,Tier 2,127735
CUST04093,44,61908,Self-Employed,792,3,25526,1.0,0,1,Tier 2,154770
CUST04094,40,39680,Salaried,776,3,11028,0.95,1,1,Tier 1,91719
CUST04095,39,37998,Self-Employed,710,0,11646,0.59,3,2,Tier 3,36627
CUST04096,33,62592,Self-Employed,749,2,34624,0.9,0,3,Tier 2,89185
CUST04097,31,42661,Salaried,626,0,25802,0.64,1,4,Tier 2,49413
CUST04098,43,70309,Self-Employed,586,1,16638,0.61,1,2,Tier 1,79452
CUST04099,28,45146,Salaried,770,1,9715,0.91,0,2,Tier 1,107896
CUST04100,54,72551,Self-Employed,742,1,43787,0.81,5,1,Tier 3,71123
CUST04101,31,101027,Self-Employed,829,2,48186,0.66,1,0,Tier 3,196433
CUST04102,30,58255,Self-Employed,671,0,32147,0.69,1,3,Tier 1,69523
CUST04103,35,49366,Salaried,760,1,15369,0.87,0,2,Tier 2,115583
CUST04104,22,80271,Salaried,714,1,54881,0.91,0,1,Tier 2,114853
CUST04105,48,26163,Salaried,724,2,12646,0.83,1,1,Tier 3,33971
CUST04106,35,96506,Salaried,747,2,40699,1.0,0,1,Tier 3,144758
CUST04107,27,90302,Salaried,698,0,58565,0.62,1,1,Tier 2,103130
CUST04108,32,72590,Self-Employed,686,0,27366,0.71,1,0,Tier 1,87787
CUST04109,41,108122,Self-Employed,804,3,70284,1.0,0,2,Tier 1,270305
CUST04110,29,53532,Self-Employed,743,1,12034,0.97,1,1,Tier 1,74924
CUST04111,24,54435,Self-Employed,809,1,28696,1.0,0,1,Tier 1,136087
CUST04112,45,54473,Salaried,687,2,22464,0.68,0,2,Tier 2,68606
CUST04113,42,25661,Salaried,751,2,14162,0.78,1,0,Tier 1,53964
CUST04114,33,44676,Self-Employed,824,2,29280,0.72,0,3,Tier 2,95810
CUST04115,39,46368,Self-Employed,887,1,27206,0.94,0,0,Tier 1,112306
CUST04116,43,89221,Salaried,758,2,28067,0.84,0,3,Tier 3,204919
CUST04117,39,69660,Salaried,688,0,15784,0.84,1,1,Tier 3,90953
CUST04118,43,44527,Salaried,690,0,23447,0.85,0,4,Tier 3,61831
CUST04119,40,21753,Salaried,748,0,13245,0.87,0,0,Tier 3,30467
CUST04120,37,56073,Salaried,533,1,33543,0.64,4,1,Tier 1,52341
CUST04121,28,45160,Salaried,753,3,18554,0.83,1,0,Tier 1,97527
CUST04122,31,15000,Salaried,688,2,8158,0.82,2,2,Tier 2,18262
CUST04123,36,48626,Salaried,787,0,33169,0.72,1,1,Tier 3,98345
CUST04124,41,15000,Salaried,749,2,8813,0.75,1,2,Tier 3,18565
CUST04125,34,56130,Salaried,867,1,18016,1.0,0,0,Tier 3,140324
CUST04126,21,48165,Self-Employed,877,2,11794,0.92,0,0,Tier 1,115811
CUST04127,45,67216,Self-Employed,791,2,16941,1.0,1,1,Tier 1,159637
CUST04128,34,41425,Self-Employed,831,3,24236,0.77,2,1,Tier 2,81251
CUST04129,46,65086,Salaried,654,3,22603,0.64,1,0,Tier 2,74976
CUST04130,21,47330,Self-Employed,715,1,25011,0.68,1,1,Tier 1,56254
CUST04131,49,51719,Salaried,765,0,12212,0.88,0,1,Tier 1,121796
CUST04132,30,111423,Self-Employed,718,2,49098,0.85,0,2,Tier 3,154961
CUST04133,48,29397,Self-Employed,651,0,13987,0.82,1,2,Tier 1,37996
CUST04134,46,52407,Self-Employed,703,2,18117,0.8,1,0,Tier 2,66857
CUST04135,21,34630,Salaried,659,0,15234,0.79,0,3,Tier 1,46598
CUST04136,45,47722,Salaried,685,1,25567,0.79,3,1,Tier 3,53470
CUST04137,26,72237,Self-Employed,621,2,29701,0.63,0,2,Tier 3,88353
CUST04138,34,28522,Salaried,694,3,9675,0.64,1,3,Tier 2,32881
CUST04139,30,31551,Salaried,676,1,19135,0.71,2,1,Tier 1,35650
CUST04140,21,102079,Self-Employed,719,2,47634,0.74,1,4,Tier 2,125271
CUST04141,45,92543,Self-Employed,605,3,62794,0.84,3,1,Tier 1,106783
CUST04142,40,81814,Self-Employed,614,1,21633,0.59,2,0,Tier 2,85503
CUST04143,37,55821,Salaried,743,2,22645,0.94,1,1,Tier 1,77102
CUST04144,42,109093,Self-Employed,705,0,61804,0.7,1,3,Tier 3,131177
CUST04145,31,80687,Self-Employed,739,0,29898,0.75,1,0,Tier 2,99739
CUST04146,37,113273,Self-Employed,697,0,74136,0.83,0,0,Tier 1,155247
CUST04147,24,27885,Self-Employed,539,1,7356,0.59,0,0,Tier 3,33298
CUST04148,47,90987,Self-Employed,827,1,55386,0.93,1,0,Tier 1,208346
CUST04149,34,62297,Salaried,682,3,34142,0.71,0,2,Tier 3,79922
CUST04150,23,15000,Salaried,711,3,8977,0.91,0,0,Tier 1,21472
CUST04151,43,47336,Salaried,840,3,32946,1.0,0,2,Tier 1,118338
CUST04152,30,56865,Salaried,792,1,13328,0.88,1,2,Tier 1,126381
CUST04153,46,86152,Self-Employed,630,2,48428,0.63,2,1,Tier 2,92156
CUST04154,46,39201,Salaried,564,0,8330,0.88,1,3,Tier 3,52442
CUST04155,29,58758,Salaried,810,1,27589,0.97,1,1,Tier 3,137409
CUST04156,39,40447,Salaried,657,0,14074,0.86,1,2,Tier 2,53250
CUST04157,33,68989,Salaried,900,2,34720,1.0,0,2,Tier 1,172472
CUST04158,42,52765,Salaried,863,1,30977,0.77,0,1,Tier 2,116626
CUST04159,26,40523,Self-Employed,844,3,15375,0.93,0,2,Tier 3,97773
CUST04160,41,46796,Salaried,680,0,20260,0.74,1,0,Tier 1,57477
CUST04161,46,55128,Salaried,746,2,14484,0.87,0,1,Tier 2,77388
CUST04162,49,51834,Salaried,554,3,15614,0.45,0,2,Tier 3,56468
CUST04163,36,57875,Salaried,656,2,38519,0.59,2,1,Tier 1,60525
CUST04164,21,42687,Salaried,654,3,18662,0.96,0,1,Tier 1,62712
CUST04165,40,15000,Salaried,684,1,5271,0.73,2,1,Tier 2,17208
CUST04166,54,43041,Salaried,716,0,13700,0.8,0,0,Tier 1,58069
CUST04167,45,92270,Self-Employed,791,3,59843,0.95,0,0,Tier 2,224514
CUST04168,40,51836,Self-Employed,734,0,31487,0.58,0,0,Tier 2,61324
CUST04169,22,50834,Salaried,744,1,32319,0.95,0,0,Tier 2,74174
CUST04170,51,41437,Self-Employed,667,0,8751,0.64,0,2,Tier 1,50883
CUST04171,23,66216,Salaried,692,0,46152,0.81,0,2,Tier 1,90050
CUST04172,34,15000,Salaried,744,1,3848,0.82,2,3,Tier 3,18235
CUST04173,31,109140,Self-Employed,760,0,58210,0.76,1,0,Tier 3,226713
CUST04174,38,15000,Salaried,808,3,7151,0.93,0,2,Tier 1,36208
CUST04175,44,29753,Salaried,642,3,9296,0.67,0,0,Tier 2,37244
CUST04176,27,45355,Salaried,649,3,21642,0.73,1,0,Tier 3,55305
CUST04177,27,55890,Salaried,506,0,12665,0.62,0,0,Tier 1,67743
CUST04178,39,15000,Salaried,791,2,5410,1.0,0,1,Tier 2,37500
CUST04179,38,38851,Salaried,733,0,26439,0.73,1,1,Tier 2,47524
CUST04180,26,66359,Self-Employed,810,1,32670,0.85,1,1,Tier 2,145223
CUST04181,29,15000,Salaried,745,3,7936,0.72,0,0,Tier 2,19355
CUST04182,35,36849,Self-Employed,723,0,9873,0.64,3,2,Tier 2,37027
CUST04183,50,86227,Salaried,742,1,55151,0.7,0,1,Tier 2,110114
CUST04184,29,78110,Salaried,755,0,23504,0.73,0,1,Tier 2,169029
CUST04185,37,68179,Self-Employed,722,0,33240,0.94,0,1,Tier 3,99205
CUST04186,26,55682,Self-Employed,649,1,25704,0.72,1,0,Tier 3,67466
CUST04187,41,102194,Self-Employed,755,2,47998,0.78,0,1,Tier 3,227327
CUST04188,31,57617,Salaried,624,2,23747,0.72,0,1,Tier 2,74203
CUST04189,43,44693,Salaried,738,2,13304,0.68,2,2,Tier 2,49646
CUST04190,22,66308,Salaried,747,2,15237,0.96,0,1,Tier 1,97484
CUST04191,40,58382,Salaried,723,0,35566,0.75,0,2,Tier 3,76626
CUST04192,44,39031,Salaried,604,3,25273,0.58,1,4,Tier 1,43257
CUST04193,41,16487,Self-Employed,834,2,6890,0.93,0,1,Tier 2,39873
CUST04194,34,22456,Self-Employed,687,0,14133,0.77,0,0,Tier 3,29730
CUST04195,42,99793,Self-Employed,646,0,51196,0.9,1,0,Tier 2,134499
CUST04196,43,15000,Salaried,788,0,5741,0.77,1,1,Tier 3,31356
CUST04197,40,97637,Self-Employed,773,3,30377,0.69,0,0,Tier 3,205789
CUST04198,25,105153,Self-Employed,742,2,45491,0.63,1,4,Tier 3,120835
CUST04199,38,96739,Self-Employed,851,0,43642,1.0,0,2,Tier 1,241847
CUST04200,38,55747,Salaried,779,3,11618,0.87,0,3,Tier 2,130604
CUST04201,44,57328,Salaried,565,1,18619,0.68,1,0,Tier 2,67762
CUST04202,46,15000,Self-Employed,703,1,4232,0.84,0,1,Tier 2,20698
CUST04203,37,113445,Self-Employed,652,2,39486,0.78,0,0,Tier 3,151361
CUST04204,21,87619,Self-Employed,666,1,23551,0.79,2,2,Tier 3,104284
CUST04205,31,56038,Self-Employed,689,3,26203,0.78,1,2,Tier 1,70547
CUST04206,43,90369,Self-Employed,725,1,19993,0.82,1,2,Tier 2,116640
CUST04207,36,49623,Salaried,782,0,19763,0.78,0,1,Tier 3,110209
CUST04208,21,46913,Salaried,727,3,20368,0.83,1,2,Tier 2,61028
CUST04209,28,68444,Self-Employed,609,3,35662,0.8,1,0,Tier 2,87083
CUST04210,34,57438,Salaried,733,3,35126,0.72,0,2,Tier 2,74308
CUST04211,33,89308,Salaried,828,3,28816,0.93,1,1,Tier 1,204315
CUST04212,44,47378,Salaried,624,3,31293,0.44,1,1,Tier 2,47736
CUST04213,25,19821,Salaried,697,0,12390,0.97,0,4,Tier 3,29253
CUST04214,38,73376,Self-Employed,774,2,38216,1.0,0,3,Tier 2,183415
CUST04215,33,73632,Self-Employed,630,1,48279,0.76,4,0,Tier 2,74920
CUST04216,36,65161,Salaried,613,1,34956,0.68,1,0,Tier 2,77451
CUST04217,31,76951,Salaried,724,3,40558,0.86,1,0,Tier 3,101556
CUST04218,22,45265,Self-Employed,805,2,27944,0.89,0,1,Tier 2,106956
CUST04219,33,15000,Salaried,721,0,8298,0.63,1,0,Tier 1,17247
CUST04220,38,59957,Salaried,791,3,31732,0.83,1,0,Tier 3,129628
CUST04221,44,39661,Self-Employed,663,2,9530,0.66,0,2,Tier 2,49264
CUST04222,41,108525,Self-Employed,739,1,31459,0.77,0,1,Tier 2,144311
CUST04223,23,15000,Self-Employed,677,3,7828,0.76,3,3,Tier 3,16466
CUST04224,29,90990,Self-Employed,783,0,22026,0.83,0,1,Tier 2,208454
CUST04225,34,89090,Self-Employed,523,0,47345,0.52,0,0,Tier 1,101860
CUST04226,40,45293,Salaried,755,0,16180,0.61,1,4,Tier 3,85420
CUST04227,26,55288,Salaried,694,0,29182,0.73,1,4,Tier 3,67700
CUST04228,44,83310,Self-Employed,677,2,57973,0.67,0,2,Tier 2,104554
CUST04229,45,15000,Salaried,760,2,4237,1.0,1,3,Tier 1,35559
CUST04230,33,87497,Self-Employed,712,2,49327,0.71,1,2,Tier 1,105573
CUST04231,31,29615,Self-Employed,695,2,6064,0.68,1,0,Tier 3,35029
CUST04232,41,69216,Self-Employed,710,3,17767,0.86,1,1,Tier 2,91215
CUST04233,36,45733,Salaried,727,0,16704,0.7,0,0,Tier 1,58196
CUST04234,29,79858,Self-Employed,749,1,16339,0.68,1,1,Tier 1,94359
CUST04235,27,15000,Salaried,711,1,6813,0.83,0,1,Tier 1,20633
CUST04236,39,61002,Salaried,695,2,17150,0.75,4,0,Tier 2,61842
CUST04237,38,15000,Salaried,830,1,7463,0.79,1,1,Tier 3,31640
CUST04238,36,86471,Self-Employed,744,0,42800,0.91,0,0,Tier 1,123853
CUST04239,28,27159,Self-Employed,518,1,14181,0.61,0,0,Tier 3,32777
CUST04240,44,34182,Self-Employed,688,0,15534,0.95,1,2,Tier 1,47329
CUST04241,30,52613,Salaried,740,1,14332,0.65,2,1,Tier 3,57174
CUST04242,24,62031,Self-Employed,726,1,28861,0.86,0,0,Tier 1,86458
CUST04243,37,69310,Self-Employed,808,2,23736,0.72,0,3,Tier 1,149321
CUST04244,38,32049,Salaried,584,3,14157,0.58,0,2,Tier 2,37965
CUST04245,24,81434,Self-Employed,656,1,50631,0.69,2,0,Tier 1,91146
CUST04246,24,104079,Self-Employed,797,3,54694,0.89,1,2,Tier 1,232322
CUST04247,30,88391,Self-Employed,586,1,36654,0.7,0,2,Tier 2,112958
CUST04248,37,20042,Salaried,763,3,10607,0.84,2,1,Tier 2,41171
CUST04249,44,126133,Self-Employed,777,3,53358,0.7,1,0,Tier 1,252625
CUST04250,49,57075,Self-Employed,789,1,25983,1.0,0,3,Tier 3,142688
CUST04251,36,79676,Self-Employed,768,2,16263,0.72,0,1,Tier 3,171399
CUST04252,26,30196,Salaried,768,3,8800,0.77,0,1,Tier 2,66622
CUST04253,42,58021,Self-Employed,803,1,21634,0.91,2,1,Tier 2,124095
CUST04254,35,32216,Salaried,695,2,14869,0.82,1,1,Tier 1,41612
CUST04255,37,22642,Salaried,788,2,13745,0.97,0,1,Tier 2,55845
CUST04256,40,76180,Self-Employed,757,3,19285,0.76,2,0,Tier 3,148327
CUST04257,46,24742,Salaried,776,0,9507,0.86,1,1,Tier 2,54518
CUST04258,23,113187,Self-Employed,628,0,58649,0.59,2,1,Tier 1,118204
CUST04259,34,91862,Salaried,811,0,45187,1.0,1,0,Tier 1,218171
CUST04260,45,40217,Salaried,752,2,14661,0.97,0,0,Tier 2,99238
CUST04261,38,28342,Salaried,650,2,12017,0.6,1,0,Tier 3,31957
CUST04262,21,87061,Self-Employed,611,2,31475,0.79,0,3,Tier 2,117063
CUST04263,33,57138,Self-Employed,529,3,17988,0.67,1,0,Tier 3,67214
CUST04264,39,95618,Self-Employed,756,1,54040,0.85,1,0,Tier 3,208982
CUST04265,34,49134,Self-Employed,767,0,11976,0.91,1,0,Tier 3,111321
CUST04266,29,48578,Salaried,665,0,10056,0.81,0,0,Tier 1,65876
CUST04267,57,92509,Self-Employed,613,3,59194,0.69,2,4,Tier 1,103554
CUST04268,33,36871,Salaried,630,3,12521,0.62,0,1,Tier 1,44929
CUST04269,44,49627,Self-Employed,643,2,29415,0.77,0,2,Tier 3,65829
CUST04270,26,52271,Self-Employed,794,3,23833,0.86,0,1,Tier 3,121814
CUST04271,37,20739,Salaried,659,2,11884,0.67,3,0,Tier 2,21386
CUST04272,22,62535,Self-Employed,858,3,28741,1.0,1,1,Tier 2,148519
CUST04273,39,40618,Salaried,689,2,8254,0.89,1,2,Tier 2,54490
CUST04274,28,60454,Self-Employed,646,2,25279,0.73,0,1,Tier 2,78371
CUST04275,31,61734,Salaried,756,1,21055,0.84,1,1,Tier 3,134345
CUST04276,28,68858,Salaried,778,3,22308,0.81,1,5,Tier 2,146934
CUST04277,56,26754,Self-Employed,764,2,17387,0.83,0,3,Tier 3,61277
CUST04278,46,49080,Self-Employed,667,3,19372,0.53,2,1,Tier 3,49078
CUST04279,44,98775,Self-Employed,800,0,33036,0.83,1,0,Tier 2,213789
CUST04280,42,67114,Self-Employed,798,3,30465,0.88,0,0,Tier 1,157997
CUST04281,28,94559,Salaried,614,2,57691,0.75,1,3,Tier 2,117314
CUST04282,43,81914,Self-Employed,661,0,43410,0.51,1,1,Tier 1,86542
CUST04283,34,33601,Self-Employed,597,3,12219,0.73,4,0,Tier 1,33537
CUST04284,34,42761,Self-Employed,748,0,22044,0.88,1,0,Tier 2,57176
CUST04285,39,54953,Salaried,626,1,17244,0.61,0,2,Tier 1,66290
CUST04286,34,70790,Salaried,772,0,39530,0.9,0,3,Tier 3,168389
CUST04287,39,50587,Salaried,734,3,22255,0.72,1,0,Tier 2,61532
CUST04288,38,75536,Salaried,677,3,41653,0.67,1,1,Tier 2,88818
CUST04289,40,40376,Salaried,900,1,24035,1.0,0,2,Tier 2,100940
CUST04290,37,84155,Salaried,733,0,50237,1.0,1,0,Tier 2,119921
CUST04291,34,49099,Salaried,597,0,32107,0.64,0,3,Tier 1,60262
CUST04292,31,40643,Self-Employed,771,2,27038,0.84,0,1,Tier 3,93328
CUST04293,39,78685,Salaried,785,2,18902,0.95,0,2,Tier 2,192248
CUST04294,21,18191,Salaried,579,0,4987,0.66,1,1,Tier 1,21260
CUST04295,41,35767,Salaried,627,2,11468,0.76,0,2,Tier 2,47249
CUST04296,35,44031,Self-Employed,649,0,28126,0.77,0,1,Tier 2,58401
CUST04297,29,111949,Self-Employed,742,2,58481,0.76,0,0,Tier 2,147972
CUST04298,40,64096,Salaried,700,1,44261,0.72,2,1,Tier 3,73227
CUST04299,25,48555,Salaried,633,0,33833,0.73,0,2,Tier 1,62897
CUST04300,38,46217,Salaried,680,3,12158,0.88,0,3,Tier 1,65200
CUST04301,25,37798,Self-Employed,725,1,21597,0.93,1,2,Tier 1,51831
CUST04302,39,41188,Salaried,643,3,23399,0.53,0,2,Tier 1,47292
CUST04303,32,104466,Self-Employed,742,0,30340,0.8,0,0,Tier 2,140659
CUST04304,44,49363,Salaried,726,0,14241,0.84,0,1,Tier 1,68183
CUST04305,25,46477,Salaried,850,2,31207,1.0,0,2,Tier 3,116191
CUST04306,53,56263,Salaried,834,0,31548,0.88,0,0,Tier 1,132458
CUST04307,32,28032,Self-Employed,699,3,18568,0.78,1,2,Tier 2,35339
CUST04308,44,27185,Salaried,718,1,18961,0.76,2,3,Tier 1,31745
CUST04309,37,94369,Self-Employed,657,0,49492,0.81,0,1,Tier 3,128121
CUST04310,42,116775,Self-Employed,737,2,70283,0.85,1,3,Tier 1,153615
CUST04311,46,70661,Salaried,839,1,46792,1.0,1,2,Tier 3,167818
CUST04312,49,69514,Self-Employed,699,0,32439,0.81,2,1,Tier 3,83716
CUST04313,29,62931,Self-Employed,700,1,21883,0.91,1,1,Tier 1,85258
CUST04314,33,38810,Salaried,735,3,16817,0.91,0,1,Tier 1,55606
CUST04315,30,50773,Salaried,694,1,19004,0.76,2,1,Tier 1,59414
CUST04316,24,89209,Self-Employed,787,1,38889,0.9,1,3,Tier 3,201013
CUST04317,39,68392,Self-Employed,841,0,46189,0.88,1,1,Tier 3,152303
CUST04318,32,30535,Salaried,791,2,9012,0.79,1,1,Tier 1,64482
CUST04319,44,71032,Salaried,665,3,18281,0.79,0,1,Tier 3,95254
CUST04320,44,33211,Salaried,689,1,8541,0.75,0,5,Tier 3,43612
CUST04321,32,45173,Self-Employed,713,1,23354,0.59,1,2,Tier 1,50430
CUST04322,21,127075,Self-Employed,674,2,79432,0.47,2,1,Tier 2,121317
CUST04323,35,60640,Self-Employed,547,2,31674,0.49,2,2,Tier 2,58553
CUST04324,35,96896,Self-Employed,732,3,67439,0.88,0,2,Tier 2,136550
