age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket,recommended_credit_limit
44,34900.0,Salaried,826.0,1,10897.0,0.95,4,1,Tier 3,0.312234957,0,Excellent,Low,Adult,67787
27,77416.0,Self-Employed,861.0,2,43763.0,0.96,0,4,Tier 2,0.56529658,0,Excellent,Medium,Young,189966
23,67619.0,Salaried,728.0,2,23768.0,0.8,0,2,Tier 3,0.351498839,1,Good,Medium,Young,91225
28,48253.0,Salaried,668.0,0,11101.0,0.8,1,2,Tier 2,0.230058235,1,Fair,Medium,Young,61414
49,101426.0,Self-Employed,673.0,2,61252.0,0.7,0,1,Tier 2,0.603908268,1,Good,High,Adult,129490
40,68564.0,Self-Employed,692.0,0,14845.0,0.83,0,1,Tier 3,0.216513039,1,Good,Medium,Adult,94335
21,42801.0,Self-Employed,635.0,1,12504.0,0.63,0,0,Tier 2,0.292142707,1,Fair,Medium,Young,52482
28,61668.0,Salaried,756.0,3,17761.0,0.74,1,0,Tier 3,0.288009989,1,Excellent,Medium,Young,126041
33,68989.0,Salaried,900.0,2,34720.0,1.0,0,2,Tier 1,0.503268637,0,Excellent,Medium,Adult,172472
42,58563.0,Salaried,597.0,0,35220.0,0.74,1,0,Tier 2,0.601403617,1,Fair,Medium,Adult,72193
39,72241.0,Self-Employed,802.0,0,44242.0,0.9,0,2,Tier 2,0.612422309,0,Excellent,Medium,Adult,171454
43,44693.0,Salaried,738.0,2,13304.0,0.68,2,2,Tier 2,0.297675251,1,Good,Medium,Adult,49646
34,66851.0,Self-Employed,769.0,2,13681.0,0.8,1,3,Tier 3,0.204649145,1,Excellent,Medium,Adult,141670
28,59023.0,Salaried,773.0,1,28855.0,0.9,0,2,Tier 2,0.488877217,0,Excellent,Medium,Young,139991
41,63417.0,Self-Employed,737.0,2,33804.0,0.83,0,0,Tier 3,0.53304319,1,Good,Medium,Adult,86830
34,50880.0,Salaried,660.0,2,13474.0,0.79,0,1,Tier 1,0.264819182,1,Fair,Medium,Adult,68444
40,86544.0,Self-Employed,747.0,3,26077.0,1.0,0,1,Tier 2,0.301314938,0,Excellent,High,Adult,129584
35,46651.0,Self-Employed,764.0,0,19446.0,0.82,1,3,Tier 2,0.416839939,1,Excellent,Medium,Adult,100296
38,68473.0,Self-Employed,605.0,3,14077.0,0.76,3,0,Tier 3,0.205584683,1,Fair,Medium,Adult,74901
25,108298.0,Self-Employed,725.0,1,57364.0,0.94,0,3,Tier 3,0.529686605,0,Good,High,Young,157445
42,56047.0,Salaried,882.0,3,20329.0,0.95,0,3,Tier 3,0.362713437,0,Excellent,Medium,Adult,136910
32,44314.0,Salaried,780.0,0,21078.0,0.78,1,0,Tier 1,0.475651036,1,Excellent,Medium,Adult,92952
37,80945.0,Self-Employed,763.0,3,25578.0,0.85,2,1,Tier 2,0.31599234,1,Excellent,High,Adult,166740
31,65563.0,Salaried,782.0,0,26797.0,0.89,0,1,Tier 3,0.408721382,1,Excellent,Medium,Adult,154679
40,15000.0,Salaried,568.0,2,9295.0,0.56,0,2,Tier 1,0.619666667,1,Poor,Low,Adult,17553
30,31551.0,Salaried,676.0,1,19135.0,0.71,2,1,Tier 1,0.6064784,1,Good,Low,Adult,35650
34,54710.0,Salaried,557.0,0,32948.0,0.43,1,2,Tier 3,0.60222994,1,Poor,Medium,Adult,54510
25,37798.0,Self-Employed,725.0,1,21597.0,0.93,1,2,Tier 1,0.571379438,0,Good,Low,Young,51831
47,120427.0,Self-Employed,613.0,0,43106.0,0.56,0,0,Tier 3,0.357942986,1,Fair,High,Adult,141307
40,15000.0,Salaried,684.0,1,5271.0,0.73,2,1,Tier 2,0.3514,1,Good,Low,Adult,17208
31,43394.0,Salaried,685.0,3,13889.0,0.75,1,0,Tier 3,0.32006729,1,Good,Medium,Adult,53702
29,123808.0,Self-Employed,695.0,3,64727.125,0.67,0,0,Tier 2,0.522802444,1,Good,High,Young,155335
26,40141.0,Salaried,669.0,2,9371.0,0.81,0,1,Tier 3,0.233452081,1,Fair,Medium,Young,54565
21,43347.0,Salaried,690.0,2,18745.0,0.69,1,0,Tier 2,0.432440538,1,Good,Medium,Young,51790
23,73879.0,Self-Employed,750.0,3,28816.0,0.82,0,0,Tier 2,0.390043179,1,Excellent,Medium,Young,101047
38,53212.0,Salaried,718.0,1,23641.0,0.98,2,1,Tier 1,0.444279486,0,Good,Medium,Adult,71144
31,61840.0,Self-Employed,670.0,0,31792.0,0.69,0,2,Tier 3,0.514100906,1,Good,Medium,Adult,78200
38,75464.0,Self-Employed,711.0,2,28565.0,0.68,3,1,Tier 1,0.37852486,1,Good,Medium,Adult,77939
32,38753.0,Salaried,709.0,0,22291.0,1.0,1,0,Tier 3,0.575207081,0,Good,Low,Adult,55223
21,87061.0,Self-Employed,611.0,2,31475.0,0.79,0,3,Tier 2,0.361528124,1,Fair,High,Young,117063
25,59265.0,Salaried,817.0,2,29385.0,1.0,0,1,Tier 1,0.495823842,0,Excellent,Medium,Young,148162
31,48319.0,Salaried,706.0,3,26323.0,0.87,0,0,Tier 2,0.544775347,1,Good,Medium,Adult,67939
34,41137.0,Salaried,634.0,1,27014.0,0.79,0,1,Tier 1,0.656683764,1,Fair,Medium,Adult,55137
33,52936.0,Self-Employed,730.0,2,21086.0,0.82,0,0,Tier 1,0.398330059,1,Good,Medium,Adult,72379
42,73043.0,Self-Employed,659.0,3,25211.0,0.78,1,2,Tier 3,0.345152855,1,Fair,Medium,Adult,92202
43,59102.0,Self-Employed,744.0,0,24192.0,0.84,1,4,Tier 3,0.40932625,1,Excellent,Medium,Adult,77243
28,44782.0,Salaried,724.0,2,31205.0,0.86,0,1,Tier 2,0.696820151,1,Good,Medium,Young,62551
47,52991.0,Salaried,628.0,3,12236.0,0.6,1,2,Tier 2,0.230907135,1,Fair,Medium,Adult,59522
37,75392.0,Self-Employed,876.0,3,42887.0,1.0,0,1,Tier 2,0.568853459,0,Excellent,Medium,Adult,188346
26,99158.0,Self-Employed,731.0,1,35998.0,0.81,1,1,Tier 1,0.36303677,1,Good,High,Young,127092
31,76397.0,Self-Employed,599.0,2,24290.0,0.66,0,2,Tier 2,0.317944422,1,Fair,Medium,Adult,94905
45,72632.0,Self-Employed,743.0,0,27262.0,0.72,1,1,Tier 2,0.375344201,1,Excellent,Medium,Adult,88196
42,35735.0,Salaried,750.0,2,24090.0,0.88,1,0,Tier 3,0.674129005,1,Excellent,Low,Adult,47799
35,41655.0,Salaried,829.0,3,22838.0,0.76,1,1,Tier 3,0.548265514,1,Excellent,Medium,Adult,86377
36,67771.0,Self-Employed,799.0,3,39515.0,0.97,0,1,Tier 3,0.583066503,0,Excellent,Medium,Adult,167074
41,22684.0,Salaried,708.0,0,12496.0,0.58,1,1,Tier 1,0.550872862,1,Good,Low,Adult,25248
28,27967.0,Salaried,770.0,2,17667.0,0.7,0,1,Tier 3,0.6317088,1,Excellent,Low,Young,59299
31,84874.0,Self-Employed,682.0,3,40818.0,0.7,1,3,Tier 1,0.480924665,1,Good,High,Adult,101640
38,15000.0,Self-Employed,634.0,3,7298.0,0.59,1,0,Tier 1,0.486533333,1,Fair,Low,Adult,16751
25,15000.0,Self-Employed,667.0,3,9026.0,0.78,1,2,Tier 3,0.601733333,1,Fair,Low,Young,18848
44,73816.0,Salaried,742.0,0,51312.0,0.84,2,4,Tier 1,0.695133846,1,Excellent,Medium,Adult,90946
45,15000.0,Salaried,632.0,2,8888.0,0.72,0,4,Tier 2,0.592533333,1,Fair,Low,Adult,19395
39,78429.0,Salaried,589.0,0,33345.0,0.56,1,2,Tier 3,0.425161611,1,Fair,Medium,Adult,85592
32,67397.0,Salaried,640.0,3,29655.0,0.6,1,1,Tier 1,0.440004748,1,Fair,Medium,Adult,75904
54,78937.0,Self-Employed,765.0,3,52784.0,0.79,0,3,Tier 2,0.668685154,1,Excellent,Medium,Senior,176424
30,76024.0,Self-Employed,585.0,1,51714.0,0.68,1,3,Tier 3,0.680232558,1,Fair,Medium,Adult,89895
44,75186.0,Salaried,746.0,1,34255.0,0.97,1,2,Tier 3,0.455603437,0,Excellent,Medium,Adult,105177
26,25189.0,Salaried,748.0,1,7921.0,0.88,0,1,Tier 3,0.314462662,1,Excellent,Low,Young,35522
25,54257.0,Salaried,683.0,1,22713.0,0.84,0,1,Tier 2,0.418618796,1,Good,Medium,Young,74850
46,45936.0,Salaried,658.0,2,25571.0,0.85,0,1,Tier 2,0.556665796,1,Fair,Medium,Adult,63677
38,67501.0,Self-Employed,794.0,0,30989.0,0.94,0,0,Tier 1,0.459089495,0,Excellent,Medium,Adult,163617
40,44508.0,Salaried,824.0,0,11673.0,0.92,0,3,Tier 1,0.262267458,0,Excellent,Medium,Adult,106971
38,38851.0,Salaried,733.0,0,26439.0,0.73,1,1,Tier 2,0.680523024,1,Good,Low,Adult,47524
35,24437.0,Salaried,725.0,2,6468.0,0.75,3,0,Tier 3,0.264680607,1,Good,Low,Adult,26487
32,79352.0,Self-Employed,673.0,0,43815.0,0.74,1,0,Tier 1,0.552159996,1,Good,Medium,Adult,97485
29,50064.0,Salaried,678.0,0,17875.0,0.81,0,2,Tier 3,0.357042985,1,Good,Medium,Young,67949
35,34730.0,Salaried,581.0,3,9715.0,0.56,0,1,Tier 1,0.279729341,1,Fair,Low,Adult,40611
23,42622.0,Salaried,732.0,1,25946.0,0.9,1,0,Tier 1,0.608746657,0,Good,Medium,Young,57395
33,83640.0,Self-Employed,764.0,2,19373.0,0.89,0,1,Tier 1,0.231623625,1,Excellent,High,Adult,197849
41,53506.0,Salaried,613.0,0,27972.0,0.63,0,0,Tier 2,0.522782492,1,Fair,Medium,Adult,65503
34,101072.0,Self-Employed,785.0,3,64325.0,1.0,0,0,Tier 1,0.636427497,0,Excellent,High,Adult,252679
44,83108.0,Salaried,695.0,1,39695.0,0.78,1,1,Tier 3,0.477631516,1,Good,High,Adult,104607
27,17887.0,Salaried,713.0,2,10461.0,0.88,1,1,Tier 3,0.584838151,1,Good,Low,Young,23913
35,68846.0,Salaried,796.0,2,23068.0,0.91,1,1,Tier 2,0.335066671,0,Excellent,Medium,Adult,155438
26,27982.0,Self-Employed,718.0,0,16292.0,0.78,2,0,Tier 1,0.582231434,1,Good,Low,Young,33071
43,38012.0,Salaried,793.0,1,23983.0,0.84,1,0,Tier 1,0.630932337,1,Excellent,Low,Adult,82729
26,40523.0,Self-Employed,844.0,3,15375.0,0.93,0,2,Tier 3,0.37941416,0,Excellent,Medium,Young,97773
31,130640.625,Self-Employed,575.0,0,42338.0,0.7,0,2,Tier 2,0.324079895,1,Poor,High,Adult,190466
36,41866.0,Salaried,805.0,2,17906.0,0.85,0,1,Tier 2,0.427697893,1,Excellent,Medium,Adult,97016
26,85039.0,Salaried,712.0,0,36598.0,0.77,0,1,Tier 2,0.430367243,1,Good,High,Young,113160
40,49854.0,Salaried,832.0,0,19856.0,0.93,0,1,Tier 3,0.398282986,0,Excellent,Medium,Adult,120033
34,28866.0,Self-Employed,887.0,1,14118.0,0.87,1,2,Tier 3,0.489087508,1,Excellent,Low,Adult,63905
33,130640.625,Self-Employed,866.0,1,59700.0,1.0,0,2,Tier 2,0.45697883,0,Excellent,High,Adult,332999
27,27319.0,Self-Employed,680.0,3,9453.0,0.57,1,0,Tier 2,0.346022914,1,Good,Low,Young,30073
34,37702.0,Salaried,746.0,2,15823.0,0.84,1,1,Tier 2,0.419685958,1,Excellent,Low,Adult,49313
22,54153.0,Salaried,758.0,1,29273.0,0.86,0,2,Tier 2,0.540561003,1,Excellent,Medium,Young,126010
30,65576.0,Salaried,605.0,0,35928.0,0.77,2,1,Tier 2,0.547883372,1,Fair,Medium,Adult,77274
47,60703.0,Salaried,780.0,1,22917.0,0.78,2,2,Tier 2,0.377526646,1,Excellent,Medium,Adult,120116
30,52249.0,Salaried,699.0,2,17109.0,0.67,0,2,Tier 3,0.327451243,1,Good,Medium,Adult,65586
26,60222.0,Salaried,714.0,2,23810.0,0.96,1,2,Tier 3,0.395370463,0,Good,Medium,Young,84035
41,59189.0,Salaried,736.0,0,18152.0,0.87,0,1,Tier 1,0.306678606,1,Good,Medium,Adult,82915
45,79022.0,Self-Employed,781.0,0,42365.0,0.74,1,1,Tier 3,0.536116525,1,Excellent,Medium,Adult,162205
42,26244.0,Salaried,670.0,1,7247.0,0.74,2,4,Tier 2,0.276139308,1,Good,Low,Adult,30325
35,110608.0,Self-Employed,720.0,2,30792.0,0.88,1,0,Tier 1,0.278388543,1,Good,High,Adult,148051
34,72600.0,Salaried,582.0,3,45905.0,0.58,2,0,Tier 1,0.632300275,1,Fair,Medium,Adult,75214
26,72237.0,Self-Employed,621.0,2,29701.0,0.63,0,2,Tier 3,0.411160486,1,Fair,Medium,Young,88353
43,33938.0,Salaried,680.0,2,16111.0,0.48,1,1,Tier 1,0.474718605,1,Good,Low,Adult,35043
35,80066.0,Self-Employed,703.0,0,22195.0,0.75,1,1,Tier 2,0.277208803,1,Good,High,Adult,99138
43,114379.0,Self-Employed,700.0,0,24793.0,0.84,0,1,Tier 1,0.216761818,1,Good,High,Adult,158118
30,32512.0,Salaried,826.0,2,22539.0,0.86,0,1,Tier 2,0.693251722,1,Excellent,Low,Adult,75497
40,26338.0,Salaried,722.0,2,11519.0,0.79,1,3,Tier 3,0.437352874,1,Good,Low,Adult,33348
21,106941.0,Self-Employed,743.0,0,23662.0,0.71,2,2,Tier 1,0.221262191,1,Excellent,High,Young,121183
22,51283.0,Salaried,695.0,2,28088.0,1.0,0,1,Tier 2,0.547705867,0,Good,Medium,Young,76923
48,46165.0,Salaried,664.0,3,26541.0,0.8,1,0,Tier 2,0.574916062,1,Fair,Medium,Adult,58815
22,50056.0,Salaried,846.0,3,20868.0,0.97,0,1,Tier 3,0.41689308,0,Excellent,Medium,Young,123298
35,34189.0,Self-Employed,842.0,1,13689.0,0.78,1,1,Tier 2,0.400391939,1,Excellent,Low,Adult,71658
43,82376.0,Salaried,504.5,1,24968.0,0.63,0,2,Tier 3,0.30309799,1,Poor,High,Adult,100485
40,17762.0,Salaried,853.0,0,7919.0,0.91,0,0,Tier 2,0.445839432,0,Excellent,Low,Adult,42386
43,34377.0,Salaried,699.0,2,20052.0,0.8,1,2,Tier 1,0.583296972,1,Good,Low,Adult,43952
46,71875.0,Salaried,612.0,2,30896.0,0.87,1,1,Tier 1,0.429857391,1,Fair,Medium,Adult,95497
47,66422.0,Salaried,732.0,3,42723.0,0.89,0,1,Tier 1,0.643205564,1,Good,Medium,Adult,94128
39,53262.0,Salaried,782.0,3,27647.0,0.78,1,1,Tier 2,0.519075513,1,Excellent,Medium,Adult,111783
48,104285.0,Self-Employed,729.0,0,23889.0,1.0,1,1,Tier 2,0.229074172,0,Good,High,Adult,148605
39,45478.0,Self-Employed,598.0,3,22006.0,0.68,0,0,Tier 3,0.483882317,1,Fair,Medium,Adult,57212
33,21646.0,Salaried,752.0,2,8096.0,0.85,0,4,Tier 1,0.374018294,1,Excellent,Low,Adult,49995
27,98725.0,Self-Employed,698.0,0,21362.0,0.89,0,0,Tier 1,0.21637883,1,Good,High,Young,139838
31,81698.0,Self-Employed,725.0,0,31106.0,0.68,0,1,Tier 3,0.380743715,1,Good,High,Adult,102821
28,114783.0,Self-Employed,597.0,3,40721.0,0.71,1,1,Tier 1,0.354765078,1,Fair,High,Young,138849
43,41299.0,Salaried,601.0,2,27265.0,0.66,1,1,Tier 2,0.660185477,1,Fair,Medium,Adult,48196
22,73312.0,Self-Employed,756.0,1,47458.0,0.76,1,1,Tier 3,0.647342863,1,Excellent,Medium,Young,151802
25,48555.0,Salaried,633.0,0,33833.0,0.73,0,2,Tier 1,0.696797446,1,Fair,Medium,Young,62897
28,15000.0,Salaried,781.0,2,6056.0,0.68,1,3,Tier 1,0.403733333,1,Excellent,Low,Young,29537
41,35701.0,Salaried,627.0,0,11216.0,0.61,2,3,Tier 2,0.314164869,1,Fair,Low,Adult,37660
27,45355.0,Salaried,649.0,3,21642.0,0.73,1,0,Tier 3,0.477169,1,Fair,Medium,Young,55305
34,46405.0,Salaried,691.0,0,24789.0,0.74,1,0,Tier 2,0.534188126,1,Good,Medium,Adult,57066
26,100793.0,Salaried,775.0,3,43061.0,0.87,0,1,Tier 1,0.427222129,1,Excellent,High,Young,235392
41,29558.0,Salaried,717.0,1,13085.0,0.7,4,0,Tier 2,0.442688951,1,Good,Low,Adult,28752
31,97044.0,Self-Employed,708.0,0,62006.0,0.87,0,1,Tier 2,0.638947282,1,Good,High,Adult,135788
51,44184.0,Self-Employed,667.0,1,18605.0,0.88,0,1,Tier 3,0.421080029,1,Fair,Medium,Senior,62176
42,70971.0,Self-Employed,894.0,1,39796.0,0.95,0,2,Tier 3,0.560736075,0,Excellent,Medium,Adult,173223
43,106845.0,Self-Employed,637.0,3,54801.0,0.54,0,2,Tier 1,0.512901867,1,Fair,High,Adult,123483
31,47423.0,Salaried,717.0,1,32100.0,0.93,0,4,Tier 2,0.676886743,0,Good,Medium,Adult,68770
24,43297.0,Salaried,709.0,3,17225.0,0.81,2,2,Tier 3,0.397833568,1,Good,Medium,Young,52409
26,59894.0,Salaried,750.0,0,37280.0,0.97,0,0,Tier 1,0.622432965,0,Excellent,Medium,Young,88619
34,70790.0,Salaried,772.0,0,39530.0,0.9,0,3,Tier 3,0.558412205,0,Excellent,Medium,Adult,168389
32,72182.0,Salaried,711.0,2,42536.0,0.9,0,1,Tier 1,0.589288188,0,Good,Medium,Adult,102790
34,57196.0,Self-Employed,661.0,0,15137.0,0.81,0,1,Tier 1,0.264651374,1,Fair,Medium,Adult,77675
35,110846.0,Self-Employed,721.0,1,64727.125,0.79,1,0,Tier 3,0.5839374,1,Good,High,Adult,140597
51,18695.0,Self-Employed,802.0,3,5851.0,0.83,1,1,Tier 3,0.312971383,1,Excellent,Low,Senior,40327
40,65196.0,Salaried,652.0,1,30381.0,0.78,0,2,Tier 1,0.465994846,1,Fair,Medium,Adult,87111
53,110305.0,Self-Employed,575.0,1,47663.0,0.6,1,0,Tier 2,0.432101899,1,Poor,High,Senior,124093
32,52034.0,Salaried,679.0,3,13533.0,0.87,1,4,Tier 2,0.260079948,1,Good,Medium,Adult,68894
33,54775.0,Salaried,837.0,3,28016.0,0.89,0,6,Tier 2,0.511474213,1,Excellent,Medium,Adult,129114
28,53638.0,Salaried,688.0,2,31323.0,0.57,0,1,Tier 3,0.58397032,1,Good,Medium,Young,63189
44,49627.0,Self-Employed,643.0,2,29415.0,0.77,0,2,Tier 3,0.592721704,1,Fair,Medium,Adult,65829
34,64721.0,Self-Employed,617.0,0,29071.0,0.82,2,1,Tier 2,0.449174147,1,Fair,Medium,Adult,78825
21,34630.0,Salaried,659.0,0,15234.0,0.79,0,3,Tier 1,0.439907595,1,Fair,Low,Young,46598
38,25640.0,Self-Employed,765.0,2,10387.0,0.8,1,4,Tier 2,0.405109204,1,Excellent,Low,Adult,54643
57,22946.0,Self-Employed,629.0,2,14623.0,0.77,2,1,Tier 2,0.637278829,1,Fair,Low,Senior,27016
41,102194.0,Self-Employed,755.0,2,47998.0,0.78,0,1,Tier 3,0.469675323,1,Excellent,High,Adult,227327
34,49601.0,Self-Employed,760.0,2,30917.0,0.87,0,0,Tier 2,0.623314046,1,Excellent,Medium,Adult,116009
21,55494.0,Salaried,706.0,0,19732.0,0.76,0,1,Tier 3,0.355569972,1,Good,Medium,Young,73361
32,41705.0,Salaried,900.0,0,10945.0,1.0,1,2,Tier 2,0.262438557,0,Excellent,Medium,Adult,99049
50,94218.0,Self-Employed,900.0,1,22065.0,0.83,0,0,Tier 2,0.234190919,1,Excellent,High,Senior,216084
30,38884.0,Salaried,615.0,3,18180.0,0.69,1,2,Tier 2,0.467544491,1,Fair,Low,Adult,46259
35,47039.0,Salaried,757.0,1,27272.0,0.78,0,0,Tier 2,0.57977423,1,Excellent,Medium,Adult,104626
23,39566.0,Self-Employed,725.0,1,27532.0,0.9,0,2,Tier 1,0.695849972,0,Good,Low,Young,56454
38,92033.0,Self-Employed,833.0,2,63008.0,1.0,0,2,Tier 1,0.684623994,0,Excellent,High,Adult,230081
29,62931.0,Self-Employed,700.0,1,21883.0,0.91,1,1,Tier 1,0.347730054,0,Good,Medium,Young,85258
21,36550.0,Salaried,737.0,1,15260.0,0.86,0,2,Tier 1,0.41751026,1,Good,Low,Young,50946
21,44246.0,Self-Employed,678.0,1,12117.0,0.84,0,0,Tier 2,0.273855264,1,Good,Medium,Young,60973
36,58253.0,Salaried,671.0,3,13046.0,0.75,0,3,Tier 3,0.223954131,1,Good,Medium,Adult,76606
46,102598.0,Self-Employed,676.0,2,60282.0,0.7,0,0,Tier 3,0.587555313,1,Good,High,Adult,131036
37,30647.0,Salaried,695.0,3,19471.0,0.84,2,0,Tier 3,0.635331354,1,Good,Low,Adult,37581
42,95048.0,Self-Employed,612.0,1,41265.0,0.64,0,2,Tier 2,0.434149062,1,Fair,High,Adult,116913
27,65821.0,Salaried,769.0,2,40230.0,0.75,2,3,Tier 3,0.611203111,1,Excellent,Medium,Young,127483
39,50083.0,Salaried,729.0,1,33463.0,0.87,0,1,Tier 2,0.66815087,1,Good,Medium,Adult,70367
31,61190.0,Salaried,806.0,2,22460.0,0.79,2,1,Tier 1,0.36705344,1,Excellent,Medium,Adult,121638
43,110376.0,Self-Employed,769.0,2,62669.0,1.0,0,1,Tier 1,0.567777415,0,Excellent,High,Adult,275940
35,43606.0,Self-Employed,734.0,2,15402.0,0.66,1,2,Tier 1,0.353208274,1,Good,Medium,Adult,50945
35,102934.0,Self-Employed,770.0,1,41818.0,0.79,0,2,Tier 3,0.406260322,1,Excellent,High,Adult,230665
21,88990.0,Self-Employed,597.0,0,32213.0,0.8,2,0,Tier 1,0.361984493,1,Fair,High,Young,106769
35,62891.0,Salaried,681.0,1,24398.0,0.83,2,2,Tier 1,0.387941041,1,Good,Medium,Adult,76694
33,73904.0,Self-Employed,599.0,1,45912.0,0.68,0,2,Tier 3,0.621238363,1,Fair,Medium,Adult,93366
21,86133.0,Self-Employed,793.0,0,53309.0,1.0,0,1,Tier 3,0.618914934,0,Excellent,High,Young,215332
54,40378.0,Salaried,780.0,3,16798.0,0.73,1,0,Tier 2,0.416018624,1,Excellent,Medium,Senior,82151
43,26022.0,Self-Employed,676.0,1,12699.0,0.64,1,2,Tier 2,0.488010145,1,Good,Low,Adult,30143
45,62271.0,Salaried,839.0,3,14247.0,0.88,0,1,Tier 3,0.228790288,1,Excellent,Medium,Adult,146095
40,15000.0,Salaried,828.0,2,4875.0,1.0,0,2,Tier 3,0.325,0,Excellent,Low,Adult,37500
46,37902.0,Salaried,759.0,2,23154.0,0.89,0,1,Tier 3,0.610891246,1,Excellent,Low,Adult,89725
30,66102.0,Salaried,629.0,0,43039.0,0.83,1,1,Tier 2,0.651099815,1,Fair,Medium,Adult,85791
29,85539.0,Self-Employed,708.0,1,49656.0,0.85,0,1,Tier 2,0.580507137,1,Good,High,Young,118879
46,45918.0,Self-Employed,587.0,3,9675.0,0.53,2,2,Tier 3,0.210701686,1,Fair,Medium,Adult,45940
30,45255.0,Self-Employed,751.0,3,16423.0,0.85,3,3,Tier 3,0.362899127,1,Excellent,Medium,Adult,87859
34,51670.0,Self-Employed,783.0,2,10436.0,0.78,1,1,Tier 1,0.201974066,1,Excellent,Medium,Adult,108211
38,46172.0,Self-Employed,807.0,1,31829.0,1.0,0,2,Tier 2,0.689357186,0,Excellent,Medium,Adult,115428
42,15000.0,Self-Employed,800.0,1,9475.0,1.0,0,1,Tier 2,0.631666667,0,Excellent,Low,Adult,37500
36,85846.0,Salaried,705.0,1,51902.0,0.61,0,0,Tier 1,0.604594273,1,Good,High,Adult,103766
37,73504.0,Salaried,713.0,2,38933.0,0.76,0,0,Tier 3,0.529671855,1,Good,Medium,Adult,96860
32,82624.0,Self-Employed,713.0,3,42422.0,0.92,0,1,Tier 2,0.513434353,0,Good,High,Adult,119197
29,19937.0,Salaried,863.0,3,4639.0,0.95,1,0,Tier 3,0.232682951,0,Excellent,Low,Young,46104
42,46636.0,Salaried,741.0,1,25499.0,0.73,0,1,Tier 3,0.546766447,1,Excellent,Medium,Adult,60614
27,48395.0,Salaried,807.0,2,22633.0,0.84,0,0,Tier 1,0.46767228,1,Excellent,Medium,Young,111424
30,96869.0,Self-Employed,754.0,0,42538.0,0.85,0,0,Tier 1,0.439129133,1,Excellent,High,Adult,224293
34,59298.0,Self-Employed,865.0,1,28359.0,1.0,0,2,Tier 2,0.478245472,0,Excellent,Medium,Adult,148243
33,58406.0,Self-Employed,553.0,1,36735.0,0.66,0,3,Tier 1,0.628959353,1,Poor,Medium,Adult,72714
32,47465.0,Self-Employed,575.0,0,29128.0,0.67,0,3,Tier 3,0.613673233,1,Poor,Medium,Adult,59288
30,15000.0,Salaried,800.0,0,6043.0,0.92,0,1,Tier 1,0.402866667,0,Excellent,Low,Adult,36047
49,80275.0,Self-Employed,821.0,1,45772.0,0.81,0,2,Tier 1,0.570189972,1,Excellent,High,Adult,181401
34,15000.0,Salaried,744.0,1,3848.0,0.82,2,3,Tier 3,0.256533333,1,Excellent,Low,Adult,18235
22,74711.0,Self-Employed,801.0,0,47439.0,1.0,0,1,Tier 1,0.634966738,0,Excellent,Medium,Young,186778
49,30530.0,Self-Employed,683.0,2,20651.0,0.82,2,0,Tier 3,0.676416639,1,Good,Low,Adult,37036
35,86239.0,Salaried,642.0,0,59982.0,0.62,1,2,Tier 1,0.695532184,1,Fair,High,Adult,98529
34,15912.0,Salaried,804.0,3,5422.0,0.81,1,0,Tier 2,0.34074912,1,Excellent,Low,Adult,33947
21,55922.0,Salaried,709.0,2,32965.0,0.91,0,0,Tier 3,0.589481778,0,Good,Medium,Young,80263
34,42160.0,Self-Employed,780.0,3,22876.0,1.0,1,2,Tier 1,0.54259962,0,Excellent,Medium,Adult,100130
55,39000.0,Self-Employed,585.0,3,21835.0,0.74,1,4,Tier 1,0.559871795,1,Fair,Low,Senior,47981
47,32599.0,Salaried,595.0,3,19790.0,0.59,0,3,Tier 1,0.607073837,1,Fair,Low,Adult,38799
43,36161.0,Salaried,759.0,2,18365.0,0.83,2,3,Tier 3,0.507867592,1,Excellent,Low,Adult,73729
25,15000.0,Salaried,788.0,0,3725.0,0.98,1,1,Tier 3,0.248333333,0,Excellent,Low,Young,35318
46,28010.0,Salaried,697.0,0,18355.0,0.78,0,2,Tier 1,0.655301678,1,Good,Low,Adult,37394
42,57331.0,Self-Employed,761.0,2,13112.0,0.79,0,0,Tier 1,0.228706982,1,Excellent,Medium,Adult,128064
48,29397.0,Self-Employed,651.0,0,13987.0,0.82,1,2,Tier 1,0.47579685,1,Fair,Low,Adult,37996
37,24408.0,Self-Employed,535.0,3,16688.0,0.62,0,2,Tier 2,0.683710259,1,Poor,Low,Adult,29672
22,32110.0,Salaried,841.0,3,6600.0,1.0,0,3,Tier 1,0.205543444,0,Excellent,Low,Young,80275
35,15000.0,Self-Employed,688.0,1,7250.0,0.71,1,0,Tier 1,0.483333333,1,Good,Low,Adult,18153
43,91264.0,Salaried,683.0,0,41607.0,0.76,1,7,Tier 2,0.455897177,1,Good,High,Adult,113422
33,130133.0,Self-Employed,712.0,1,32636.0,0.74,0,0,Tier 2,0.250789577,1,Good,High,Adult,169457
29,15000.0,Salaried,888.0,0,8389.0,1.0,0,0,Tier 2,0.559266667,0,Excellent,Low,Young,37500
37,55159.0,Self-Employed,684.0,2,13544.0,0.56,1,2,Tier 1,0.245544698,1,Good,Medium,Adult,60385
35,54685.0,Self-Employed,828.0,1,33119.0,0.86,1,2,Tier 2,0.605632257,1,Excellent,Medium,Adult,120509
