age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket
35,86239.0,Salaried,642.0,0,59982.0,0.62,1,2,Tier 1,98529,0.6955321838147474,1,Fair,High,Adult
33,45296.0,Self-Employed,573.0,2,20544.0,0.64,0,0,Tier 3,55586,0.45354998233839633,1,Poor,Medium,Adult
44,15000.0,Salaried,879.0,0,6775.0,0.87,0,0,Tier 1,35109,0.45166666666666666,1,Excellent,Low,Adult
43,50426.0,Salaried,735.0,2,18693.0,0.9,0,3,Tier 2,71914,0.37070162217903463,0,Good,Medium,Adult
35,50205.0,Salaried,504.5,0,23676.0,0.47,1,3,Tier 1,51408,0.47158649536898717,1,Poor,Medium,Adult
28,79700.0,Self-Employed,705.0,3,19432.0,0.74,2,1,Tier 2,92207,0.24381430363864492,1,Good,Medium,Young
30,32512.0,Salaried,826.0,2,22539.0,0.86,0,1,Tier 2,75497,0.6932517224409449,1,Excellent,Low,Adult
33,39408.0,Salaried,626.0,1,14185.0,0.76,1,2,Tier 1,48962,0.3599522939504669,1,Fair,Low,Adult
23,80807.0,Salaried,775.0,0,32115.0,0.71,0,1,Tier 1,172567,0.3974284406053931,1,Excellent,High,Young
42,90565.0,Self-Employed,750.0,3,20170.0,0.63,1,1,Tier 3,104138,0.22271296858609838,1,Excellent,High,Adult
25,117447.0,Self-Employed,819.0,0,64727.125,1.0,1,3,Tier 3,278936,0.5511177382138326,0,Excellent,High,Young
39,58125.0,Self-Employed,809.0,1,25660.0,0.82,0,0,Tier 2,132551,0.44146236559139784,1,Excellent,Medium,Adult
29,110753.0,Self-Employed,762.0,1,23721.0,0.93,0,0,Tier 3,267412,0.2141792998835246,0,Excellent,High,Young
39,130640.625,Self-Employed,728.0,2,64727.125,0.93,0,1,Tier 1,192985,0.49545939480923334,0,Good,High,Adult
21,54040.0,Self-Employed,619.0,2,22480.0,0.69,2,2,Tier 1,60254,0.41598815692079943,1,Fair,Medium,Young
34,66219.0,Salaried,620.0,0,22799.0,0.65,0,1,Tier 2,81717,0.34429695404642174,1,Fair,Medium,Adult
30,52249.0,Salaried,699.0,2,17109.0,0.67,0,2,Tier 3,65586,0.32745124308599205,1,Good,Medium,Adult
28,37042.0,Salaried,689.0,2,17149.0,0.65,0,1,Tier 2,45851,0.46296096323092706,1,Good,Low,Young
36,84845.0,Self-Employed,678.0,0,46076.0,0.8,1,3,Tier 2,108493,0.5430608757145383,1,Good,High,Adult
27,54989.0,Self-Employed,815.0,3,34862.0,1.0,0,0,Tier 2,137471,0.63398134172289,0,Excellent,Medium,Young
30,109543.0,Self-Employed,744.0,3,30279.0,0.77,4,3,Tier 3,112529,0.2764120025925892,1,Excellent,High,Adult
33,78760.0,Salaried,644.0,0,33878.0,0.73,1,1,Tier 2,96417,0.4301422041645505,1,Fair,Medium,Adult
36,59996.0,Self-Employed,717.0,3,12386.0,0.73,2,2,Tier 1,68909,0.2064470964730982,1,Good,Medium,Adult
35,80820.0,Salaried,693.0,1,30208.0,0.62,2,1,Tier 2,86175,0.37376886909180895,1,Good,High,Adult
49,45509.0,Salaried,842.0,2,18787.0,0.98,1,1,Tier 3,107152,0.4128194423081149,0,Excellent,Medium,Adult
38,41699.0,Self-Employed,525.0,2,17647.0,0.53,0,1,Tier 3,47864,0.4231995971126406,1,Poor,Medium,Adult
42,60396.0,Self-Employed,699.0,3,34080.0,0.69,1,1,Tier 1,72231,0.5642757798529704,1,Good,Medium,Adult
36,40091.0,Salaried,774.0,3,24203.0,0.79,3,2,Tier 3,74485,0.6037015789079844,1,Excellent,Medium,Adult
21,63958.0,Salaried,762.0,1,27393.0,1.0,0,4,Tier 2,159895,0.42829669470590076,0,Excellent,Medium,Young
32,79352.0,Self-Employed,673.0,0,43815.0,0.74,1,0,Tier 1,97485,0.5521599959673354,1,Good,Medium,Adult
23,39325.0,Self-Employed,716.0,1,10336.0,0.87,0,1,Tier 2,55228,0.2628353464717101,1,Good,Low,Young
31,79180.0,Salaried,732.0,0,24695.0,0.89,1,1,Tier 3,106588,0.3118843142207628,1,Good,Medium,Adult
38,49051.0,Salaried,900.0,3,31268.0,0.93,0,3,Tier 3,118302,0.6374589712747957,0,Excellent,Medium,Adult
33,57746.0,Self-Employed,835.0,0,13499.0,1.0,0,5,Tier 1,144365,0.23376510927163785,0,Excellent,Medium,Adult
25,16417.0,Self-Employed,752.0,2,9947.0,0.97,1,1,Tier 3,38293,0.6058963269781324,0,Excellent,Low,Young
35,83472.0,Self-Employed,730.0,1,58201.0,0.75,0,2,Tier 2,109260,0.6972517730496454,1,Good,High,Adult
42,50863.0,Self-Employed,624.0,1,25491.0,0.56,1,1,Tier 3,55673,0.50116980909502,1,Fair,Medium,Adult
31,53051.0,Self-Employed,715.0,3,34351.0,0.83,2,3,Tier 2,64802,0.6475090007728412,1,Good,Medium,Adult
46,71923.0,Self-Employed,849.0,3,42888.0,0.99,0,3,Tier 3,179286,0.5963043810742044,0,Excellent,Medium,Adult
33,40836.0,Self-Employed,790.0,1,16738.0,0.95,0,3,Tier 1,99439,0.40988343618375944,0,Excellent,Medium,Adult
21,64509.0,Salaried,687.0,1,26730.0,0.73,0,1,Tier 1,83558,0.41436078686694877,1,Good,Medium,Young
58,86949.0,Self-Employed,647.0,2,55964.0,0.58,1,2,Tier 1,96588,0.6436416750048879,1,Fair,High,Senior
21,54946.0,Salaried,730.0,0,30470.0,0.93,1,0,Tier 1,75305,0.5545444618352564,0,Good,Medium,Young
44,83108.0,Salaried,695.0,1,39695.0,0.78,1,1,Tier 3,104607,0.4776315156182317,1,Good,High,Adult
46,102598.0,Self-Employed,676.0,2,60282.0,0.7,0,0,Tier 3,131036,0.5875553129690637,1,Good,High,Adult
25,68773.0,Salaried,663.0,2,21444.0,0.66,1,3,Tier 3,80307,0.3118084131854071,1,Fair,Medium,Young
26,66981.0,Salaried,773.0,3,21690.0,0.87,0,2,Tier 2,156357,0.3238231737358355,1,Excellent,Medium,Young
47,55753.0,Self-Employed,617.0,0,17109.0,0.88,1,2,Tier 1,74601,0.30687137911861245,1,Fair,Medium,Adult
48,54303.0,Salaried,757.0,1,27727.0,0.72,1,3,Tier 2,110179,0.5105979411818868,1,Excellent,Medium,Adult
50,76273.0,Self-Employed,671.0,2,30756.0,0.68,0,2,Tier 1,95842,0.4032357452833899,1,Good,Medium,Senior
47,72446.0,Self-Employed,682.0,2,26289.0,0.74,2,1,Tier 1,83751,0.36287717748391907,1,Good,Medium,Adult
43,106845.0,Self-Employed,637.0,3,54801.0,0.54,0,2,Tier 1,123483,0.5129018671907905,1,Fair,High,Adult
47,30664.0,Self-Employed,855.0,3,7170.0,1.0,0,1,Tier 1,76658,0.23382468040699192,0,Excellent,Low,Adult
47,37549.0,Salaried,806.0,3,25487.0,0.87,1,2,Tier 1,82912,0.6787664118884658,1,Excellent,Low,Adult
33,95521.0,Self-Employed,527.0,3,33851.0,0.59,2,4,Tier 1,99694,0.35438280587514787,1,Poor,High,Adult
38,25371.0,Salaried,709.0,3,6196.0,0.72,2,1,Tier 2,28904,0.24421583697922825,1,Good,Low,Adult
28,40498.0,Salaried,718.0,2,16226.0,0.75,0,0,Tier 3,53010,0.400661761074621,1,Good,Medium,Young
33,19601.0,Salaried,824.0,1,9480.0,0.8,2,6,Tier 3,39236,0.4836487934289067,1,Excellent,Low,Adult
33,93257.0,Self-Employed,786.0,2,34757.0,1.0,0,1,Tier 2,233142,0.37270124494676005,0,Excellent,High,Adult
43,109397.0,Self-Employed,743.0,0,32080.0,0.87,0,1,Tier 1,153230,0.29324387323235557,1,Excellent,High,Adult
25,73598.0,Self-Employed,679.0,3,35482.0,0.81,2,3,Tier 2,89008,0.48210549199706515,1,Good,Medium,Young
29,15000.0,Salaried,795.0,0,3132.0,0.86,1,2,Tier 3,32935,0.2088,1,Excellent,Low,Young
52,25715.0,Salaried,688.0,3,9078.0,0.76,1,1,Tier 1,31945,0.35302352712424656,1,Good,Low,Senior
28,93678.0,Self-Employed,684.0,3,38896.0,0.86,0,0,Tier 2,130813,0.41520954759922285,1,Good,High,Young
45,71101.0,Salaried,785.0,1,46781.0,0.78,2,2,Tier 2,140343,0.6579513649597052,1,Excellent,Medium,Adult
25,96874.0,Self-Employed,802.0,3,32307.0,1.0,0,2,Tier 2,242184,0.33349505543283026,0,Excellent,High,Young
21,55922.0,Salaried,709.0,2,32965.0,0.91,0,0,Tier 3,80263,0.5894817781910519,0,Good,Medium,Young
26,72553.0,Salaried,754.0,1,30743.0,0.78,0,1,Tier 1,161413,0.42373161688696537,1,Excellent,Medium,Young
30,55430.0,Self-Employed,751.0,2,35880.0,0.88,0,2,Tier 1,130261,0.6473029045643154,1,Excellent,Medium,Adult
43,46294.0,Salaried,687.0,0,15858.0,0.85,0,2,Tier 3,64263,0.3425497904696073,1,Good,Medium,Adult
44,54755.0,Salaried,711.0,0,35266.0,0.69,0,1,Tier 2,69563,0.6440690347913433,1,Good,Medium,Adult
25,69279.0,Self-Employed,746.0,2,28859.0,0.92,0,0,Tier 3,99758,0.416562017350135,0,Excellent,Medium,Young
50,106696.0,Self-Employed,715.0,1,40589.0,0.78,1,0,Tier 1,134738,0.3804172602534303,1,Good,High,Senior
38,45770.0,Salaried,842.0,2,13153.0,0.97,0,1,Tier 3,112903,0.28737164081275945,0,Excellent,Medium,Adult
32,44381.0,Self-Employed,525.0,2,11619.0,0.51,1,0,Tier 3,46847,0.26180122124332483,1,Poor,Medium,Adult
43,41618.0,Salaried,833.0,2,24923.0,0.81,0,3,Tier 3,94258,0.5988514585035322,1,Excellent,Medium,Adult
41,31170.0,Salaried,764.0,0,10754.0,1.0,0,2,Tier 3,77924,0.3450112287455887,0,Excellent,Low,Adult
35,38657.0,Self-Employed,725.0,1,24196.0,0.8,1,2,Tier 1,49394,0.6259150994645213,1,Good,Low,Adult
36,72334.0,Self-Employed,702.0,2,39908.0,0.97,0,3,Tier 3,106950,0.5517184173417756,0,Good,Medium,Adult
40,26338.0,Salaried,722.0,2,11519.0,0.79,1,3,Tier 3,33348,0.437352874174197,1,Good,Low,Adult
30,96996.0,Salaried,671.0,0,49939.0,0.71,0,1,Tier 2,124598,0.5148562827333086,1,Good,High,Adult
40,66404.0,Self-Employed,649.0,0,22848.0,0.7,1,2,Tier 2,79922,0.344075658092886,1,Fair,Medium,Adult
47,86853.0,Self-Employed,643.0,3,59268.0,0.76,1,1,Tier 1,108107,0.6823943905219163,1,Fair,High,Adult
21,73563.0,Salaried,620.0,2,45622.0,0.63,0,1,Tier 2,89674,0.620175903647214,1,Fair,Medium,Young
45,48067.0,Self-Employed,706.0,3,27042.0,0.69,1,3,Tier 1,57315,0.5625897185179021,1,Good,Medium,Adult
21,25270.0,Salaried,836.0,0,10719.0,0.91,0,1,Tier 3,60465,0.42417886822318956,0,Excellent,Low,Young
36,88344.0,Self-Employed,675.0,0,17740.0,0.72,1,1,Tier 1,107017,0.20080594041474237,1,Good,High,Adult
36,50883.0,Salaried,843.0,3,34347.0,0.92,0,2,Tier 2,121802,0.6750191616060374,0,Excellent,Medium,Adult
34,68140.0,Salaried,757.0,2,44259.0,0.88,1,2,Tier 2,151400,0.6495303786322277,1,Excellent,Medium,Adult
32,48274.0,Salaried,609.0,0,27478.0,0.6,0,4,Tier 1,57913,0.5692090980652111,1,Fair,Medium,Adult
29,121010.0,Self-Employed,656.0,1,64727.125,0.71,3,4,Tier 3,127927,0.5348907115114453,1,Fair,High,Young
44,41857.0,Salaried,683.0,1,20972.0,0.61,1,1,Tier 3,47427,0.5010392526936952,1,Good,Medium,Adult
36,63710.0,Salaried,763.0,0,30257.0,0.79,1,1,Tier 2,134268,0.47491759535394756,1,Excellent,Medium,Adult
39,84520.0,Self-Employed,705.0,1,27073.0,0.57,3,3,Tier 2,80734,0.3203147184098438,1,Good,High,Adult
26,27982.0,Self-Employed,718.0,0,16292.0,0.78,2,0,Tier 1,33071,0.582231434493603,1,Good,Low,Young
22,79817.0,Self-Employed,720.0,2,22936.0,0.78,1,1,Tier 2,100475,0.28735732989212825,1,Good,Medium,Young
21,61243.0,Salaried,705.0,2,17968.0,0.79,1,1,Tier 3,77535,0.2933886321702072,1,Good,Medium,Young
36,31778.0,Self-Employed,776.0,2,15968.0,0.95,0,0,Tier 1,77259,0.5024859966014223,0,Excellent,Low,Adult
34,22668.0,Self-Employed,746.0,2,11207.0,0.78,1,3,Tier 1,28494,0.4943973883889183,1,Excellent,Low,Adult
37,24408.0,Self-Employed,535.0,3,16688.0,0.62,0,2,Tier 2,29672,0.6837102589314978,1,Poor,Low,Adult
42,130640.625,Self-Employed,744.0,2,30791.0,0.62,4,0,Tier 2,128550,0.23569238129410358,1,Excellent,High,Adult
26,64718.0,Salaried,797.0,0,27251.0,0.96,0,1,Tier 2,158524,0.4210729626997126,0,Excellent,Medium,Young
39,66879.0,Salaried,654.0,3,26528.0,0.65,0,1,Tier 3,82809,0.3966566485742909,1,Fair,Medium,Adult
24,69086.0,Self-Employed,674.0,1,28346.0,0.79,1,2,Tier 3,87441,0.41030020554092,1,Good,Medium,Young
32,15000.0,Salaried,676.0,2,9392.0,0.59,2,1,Tier 1,15669,0.6261333333333333,1,Good,Low,Adult
42,79505.0,Self-Employed,641.0,2,17976.0,0.81,0,3,Tier 1,107856,0.22609898748506382,1,Fair,Medium,Adult
25,23779.0,Salaried,881.0,3,15244.0,0.93,0,2,Tier 1,57231,0.6410698515496867,0,Excellent,Low,Young
21,33919.0,Salaried,589.0,3,12606.0,0.78,1,2,Tier 2,42746,0.3716501076093045,1,Fair,Low,Young
34,28866.0,Self-Employed,887.0,1,14118.0,0.87,1,2,Tier 3,63905,0.4890875077946373,1,Excellent,Low,Adult
36,94593.0,Self-Employed,630.0,2,44734.0,0.82,2,0,Tier 3,114625,0.4729102576300572,1,Fair,High,Adult
46,85742.0,Salaried,597.0,3,21747.0,0.52,0,3,Tier 3,98016,0.2536329919992536,1,Fair,High,Adult
30,78371.0,Salaried,779.0,3,18305.0,0.84,0,1,Tier 3,179802,0.23356853938319022,1,Excellent,Medium,Adult
22,31285.0,Salaried,756.0,3,18567.0,0.94,0,1,Tier 2,75933,0.593479303180438,0,Excellent,Low,Young
37,89560.0,Salaried,686.0,0,50533.0,0.85,0,2,Tier 2,123976,0.5642362661902635,1,Good,High,Adult
21,49243.0,Salaried,845.0,2,23555.0,0.87,0,2,Tier 1,115241,0.47834209938468414,1,Excellent,Medium,Young
39,81715.0,Salaried,730.0,0,42826.0,0.9,1,3,Tier 3,110580,0.5240898243896469,0,Good,High,Adult
36,52291.0,Salaried,718.0,1,33180.0,0.72,0,5,Tier 2,67467,0.6345260178615822,1,Good,Medium,Adult
39,22966.0,Salaried,698.0,0,13635.0,0.64,0,0,Tier 2,28205,0.5937037359575024,1,Good,Low,Adult
36,58843.0,Salaried,639.0,1,16128.0,0.71,0,1,Tier 2,75330,0.27408527777305713,1,Fair,Medium,Adult
40,58744.0,Self-Employed,692.0,3,16312.0,0.8,0,3,Tier 1,79505,0.27767942257932726,1,Good,Medium,Adult
30,60613.0,Salaried,577.0,2,38892.0,0.6,1,1,Tier 2,68019,0.6416445317011202,1,Poor,Medium,Adult
40,93209.0,Self-Employed,891.0,2,29849.0,0.85,0,1,Tier 2,215644,0.3202373161389995,1,Excellent,High,Adult
47,84601.0,Self-Employed,639.0,0,56194.0,0.7,1,1,Tier 2,101285,0.6642238271415232,1,Fair,High,Adult
25,47990.0,Self-Employed,652.0,3,31375.0,0.99,0,4,Tier 2,71687,0.6537820379245676,0,Fair,Medium,Young
36,34674.0,Self-Employed,776.0,3,16760.0,0.87,0,2,Tier 1,80973,0.48335928938109246,1,Excellent,Low,Adult
21,74356.0,Salaried,731.0,3,50098.0,0.93,2,1,Tier 3,96302,0.6737586744849104,0,Good,Medium,Young
28,53638.0,Salaried,688.0,2,31323.0,0.57,0,1,Tier 3,63189,0.583970319549573,1,Good,Medium,Young
22,87080.0,Self-Employed,550.0,0,23675.0,0.57,2,2,Tier 2,89477,0.2718764354616445,1,Poor,High,Young
25,33506.0,Salaried,690.0,2,18535.0,0.85,2,0,Tier 2,41396,0.5531845042678923,1,Good,Low,Young
22,116298.0,Self-Employed,680.0,1,23301.0,0.81,0,1,Tier 3,157942,0.2003559820461229,1,Good,High,Young
38,57045.0,Self-Employed,827.0,0,13417.0,0.84,2,1,Tier 1,117106,0.23520028048032254,1,Excellent,Medium,Adult
47,54265.0,Salaried,708.0,1,26903.0,0.84,1,0,Tier 3,70614,0.4957707546300562,1,Good,Medium,Adult
43,65546.0,Salaried,759.0,3,30269.0,0.88,0,0,Tier 1,154347,0.4617978213773533,1,Excellent,Medium,Adult
21,85368.0,Self-Employed,760.0,2,20043.0,0.73,2,1,Tier 1,162889,0.23478352544278885,1,Excellent,High,Young
41,15050.0,Salaried,709.0,0,7274.0,0.74,0,3,Tier 2,19595,0.48332225913621263,1,Good,Low,Adult
32,71186.0,Salaried,643.0,0,47362.0,0.67,0,0,Tier 1,88999,0.665327452027084,1,Fair,Medium,Adult
34,87974.0,Self-Employed,663.0,3,58415.0,0.76,1,1,Tier 1,109382,0.6640030008866256,1,Fair,High,Adult
53,48690.0,Self-Employed,625.0,3,10893.0,0.65,0,2,Tier 2,60128,0.22372150338878619,1,Fair,Medium,Senior
32,50302.0,Self-Employed,670.0,3,12606.0,0.57,1,1,Tier 3,55548,0.25060633772017016,1,Good,Medium,Adult
29,37643.0,Salaried,710.0,2,15236.0,0.69,1,2,Tier 3,44849,0.40474988709720267,1,Good,Low,Young
22,55473.0,Salaried,627.0,3,12246.0,0.89,1,1,Tier 1,74269,0.2207560434806122,1,Fair,Medium,Young
27,68980.0,Self-Employed,785.0,2,15328.0,0.83,1,3,Tier 2,149174,0.22220933603943172,1,Excellent,Medium,Young
35,61602.0,Self-Employed,698.0,2,42261.0,0.94,0,1,Tier 2,89524,0.6860329210090581,0,Good,Medium,Adult
21,80369.0,Self-Employed,713.0,0,32347.0,0.8,0,2,Tier 3,108257,0.4024810561286068,1,Good,High,Young
37,15000.0,Salaried,698.0,0,9689.0,0.76,1,0,Tier 3,18638,0.6459333333333334,1,Good,Low,Adult
35,118058.0,Self-Employed,775.0,0,41222.0,0.95,1,2,Tier 3,272696,0.34916735841704927,0,Excellent,High,Adult
26,51750.0,Salaried,686.0,0,33717.0,0.64,0,1,Tier 3,63814,0.651536231884058,1,Good,Medium,Young
23,93083.0,Salaried,642.0,0,23143.0,0.7,1,0,Tier 1,111446,0.24862756894384583,1,Fair,High,Young
23,47613.0,Salaried,900.0,1,21089.0,0.81,1,1,Tier 2,102057,0.4429252515069414,1,Excellent,Medium,Young
34,78195.0,Salaried,655.0,3,33455.0,0.69,0,0,Tier 3,99321,0.4278406547733231,1,Fair,Medium,Adult
34,82033.0,Self-Employed,710.0,0,35143.0,0.77,0,4,Tier 2,108633,0.4284007655455731,1,Good,High,Adult
39,111890.0,Self-Employed,783.0,1,32375.0,0.77,2,2,Tier 2,220103,0.2893466797747788,1,Excellent,High,Adult
44,51334.0,Salaried,709.0,1,13861.0,0.93,1,0,Tier 3,70418,0.2700159738185218,0,Good,Medium,Adult
41,79419.0,Self-Employed,789.0,2,55526.0,0.86,0,0,Tier 1,184178,0.6991525957264635,1,Excellent,Medium,Adult
45,76580.0,Self-Employed,884.0,3,37729.0,1.0,0,1,Tier 3,191449,0.49267432750065293,0,Excellent,Medium,Adult
33,87282.0,Self-Employed,776.0,1,37413.0,0.74,0,0,Tier 2,189920,0.4286450814600949,1,Excellent,High,Adult
29,42728.0,Salaried,748.0,3,13119.0,0.94,0,1,Tier 1,62300,0.30703519940086127,0,Excellent,Medium,Young
47,52660.0,Self-Employed,717.0,1,11067.0,0.92,0,1,Tier 3,75914,0.21015951386251425,0,Good,Medium,Adult
37,76311.0,Salaried,871.0,3,42228.0,0.91,0,2,Tier 2,182628,0.5533671423516924,0,Excellent,Medium,Adult
42,70296.0,Salaried,785.0,0,17380.0,0.84,1,2,Tier 2,153225,0.24724024126550587,1,Excellent,Medium,Adult
36,17650.0,Salaried,674.0,0,4062.0,0.72,1,1,Tier 2,21442,0.2301416430594901,1,Good,Low,Adult
45,65993.0,Self-Employed,836.0,2,22751.0,1.0,1,3,Tier 2,156734,0.3447486854666404,0,Excellent,Medium,Adult
37,77297.0,Salaried,765.0,1,22719.0,0.91,1,0,Tier 3,174591,0.2939182633219918,0,Excellent,Medium,Adult
29,69622.0,Salaried,622.0,3,21079.0,0.7,1,0,Tier 1,83770,0.30276349429777943,1,Fair,Medium,Young
31,78324.0,Self-Employed,767.0,1,33990.0,0.83,2,0,Tier 1,159136,0.43396660027577755,1,Excellent,Medium,Adult
41,60043.0,Salaried,635.0,3,21906.0,0.78,0,1,Tier 2,80050,0.364838532385124,1,Fair,Medium,Adult
24,34546.0,Self-Employed,769.0,2,18471.0,0.9,0,5,Tier 3,81962,0.5346783998147397,0,Excellent,Low,Young
31,15000.0,Self-Employed,812.0,0,3120.0,1.0,1,1,Tier 2,35545,0.208,0,Excellent,Low,Adult
35,58101.0,Salaried,705.0,0,17817.0,0.82,1,1,Tier 3,74758,0.3066556513657252,1,Good,Medium,Adult
37,36381.0,Salaried,694.0,3,13485.0,0.67,2,2,Tier 2,40011,0.3706605096066628,1,Good,Low,Adult
42,21242.0,Self-Employed,756.0,1,8209.0,0.97,2,2,Tier 1,47099,0.3864513699275021,0,Excellent,Low,Adult
35,58651.0,Self-Employed,593.0,3,40366.0,0.58,1,3,Tier 3,65141,0.6882406097082744,1,Fair,Medium,Adult
40,29707.0,Salaried,718.0,1,13783.0,0.85,0,3,Tier 3,41291,0.4639647221193658,1,Good,Low,Adult
42,75862.0,Salaried,609.0,3,43208.0,0.74,0,1,Tier 1,99168,0.5695605177822889,1,Fair,Medium,Adult
38,94663.0,Self-Employed,637.0,0,22284.0,0.7,2,0,Tier 2,106538,0.23540348393775815,1,Fair,High,Adult
28,92154.0,Salaried,635.0,1,33292.0,0.85,0,2,Tier 1,128092,0.3612648392907524,1,Fair,High,Young
38,67501.0,Self-Employed,794.0,0,30989.0,0.94,0,0,Tier 1,163617,0.4590894949704449,0,Excellent,Medium,Adult
26,65647.0,Self-Employed,799.0,0,45585.0,0.84,0,0,Tier 1,150867,0.6943957835087666,1,Excellent,Medium,Young
33,120487.0,Self-Employed,770.0,3,64727.125,1.0,0,0,Tier 1,301218,0.5372125208528721,0,Excellent,High,Adult
31,77908.0,Self-Employed,628.0,1,53230.0,0.67,1,1,Tier 2,91776,0.6832417723468707,1,Fair,Medium,Adult
32,84852.0,Self-Employed,723.0,1,57641.0,1.0,1,1,Tier 1,120914,0.6793122142082685,0,Good,High,Adult
37,46328.0,Salaried,731.0,2,21728.0,0.87,0,1,Tier 1,64888,0.46900362631669834,1,Good,Medium,Adult
47,105601.0,Self-Employed,695.0,2,42318.0,0.79,1,3,Tier 1,133672,0.40073484152612193,1,Good,High,Adult
36,37374.0,Salaried,767.0,2,20541.0,0.75,1,1,Tier 2,76869,0.5496066784395569,1,Excellent,Low,Adult
22,15000.0,Salaried,737.0,1,9328.0,0.74,0,0,Tier 1,19529,0.6218666666666667,1,Good,Low,Young
25,67299.0,Self-Employed,711.0,0,45122.0,0.71,1,1,Tier 2,81146,0.6704705864871692,1,Good,Medium,Young
43,113077.0,Self-Employed,761.0,0,64727.125,0.97,0,2,Tier 3,278312,0.5724163623017944,0,Excellent,High,Adult
40,54224.0,Salaried,599.0,1,11330.0,0.69,1,1,Tier 3,64816,0.20894806727648274,1,Fair,Medium,Adult
34,55119.0,Salaried,607.0,2,26087.0,0.63,1,1,Tier 2,63236,0.473285074112375,1,Fair,Medium,Adult
43,15000.0,Self-Employed,578.0,1,9296.0,0.67,0,1,Tier 3,18783,0.6197333333333334,1,Poor,Low,Adult
45,71650.0,Salaried,530.0,0,41085.0,0.68,2,2,Tier 2,79741,0.5734124214933706,1,Poor,Medium,Adult
30,71417.0,Salaried,809.0,1,36183.0,0.91,1,2,Tier 1,161427,0.5066440763403671,0,Excellent,Medium,Adult
38,56365.0,Self-Employed,665.0,1,17411.0,0.66,0,1,Tier 1,70167,0.3088973653863213,1,Fair,Medium,Adult
44,86064.0,Salaried,627.0,2,45804.0,0.62,0,3,Tier 1,104311,0.5322085889570553,1,Fair,High,Adult
41,124878.0,Self-Employed,799.0,0,28770.0,1.0,0,1,Tier 2,312193,0.23038485561908423,0,Excellent,High,Adult
42,82051.0,Self-Employed,799.0,1,54974.0,0.77,2,3,Tier 1,161115,0.669997928117878,1,Excellent,High,Adult
35,86638.0,Salaried,819.0,1,36272.0,0.93,1,0,Tier 2,198530,0.4186615572843325,0,Excellent,High,Adult
33,39360.0,Salaried,733.0,3,26131.0,0.86,0,2,Tier 2,54892,0.6638973577235773,1,Good,Low,Adult
36,35301.0,Self-Employed,751.0,0,22695.0,0.74,1,2,Tier 2,72417,0.6428996345712586,1,Excellent,Low,Adult
44,29777.0,Salaried,694.0,3,7141.0,0.72,0,1,Tier 1,38461,0.23981596534237834,1,Good,Low,Adult
21,48565.0,Salaried,756.0,3,19517.0,0.85,1,4,Tier 1,106197,0.40187377741171626,1,Excellent,Medium,Young
36,57502.0,Salaried,872.0,3,39432.0,0.92,0,3,Tier 1,138033,0.685750060867448,0,Excellent,Medium,Adult
34,46017.0,Salaried,681.0,1,27428.0,0.95,0,3,Tier 1,67321,0.5960405936936349,0,Good,Medium,Adult
31,59884.0,Salaried,759.0,2,21315.0,0.87,0,3,Tier 2,140098,0.3559381470843631,1,Excellent,Medium,Adult
54,63291.0,Self-Employed,813.0,0,44002.0,0.88,0,0,Tier 3,148913,0.695233129512885,1,Excellent,Medium,Senior
32,35232.0,Salaried,679.0,1,16860.0,0.73,0,0,Tier 1,45643,0.47854223433242504,1,Good,Low,Adult
26,59647.0,Self-Employed,829.0,0,41585.0,0.93,0,4,Tier 1,144002,0.6971851057052324,0,Excellent,Medium,Young
31,15000.0,Salaried,840.0,2,8420.0,0.83,0,2,Tier 2,34349,0.5613333333333334,1,Excellent,Low,Adult
43,24395.0,Self-Employed,789.0,0,13267.0,0.79,2,3,Tier 3,48351,0.5438409510145522,1,Excellent,Low,Adult
53,48407.0,Self-Employed,813.0,3,32810.0,0.87,0,1,Tier 3,113263,0.6777945338484104,1,Excellent,Medium,Senior
33,62750.0,Salaried,621.0,2,34684.0,0.69,1,1,Tier 2,74735,0.5527330677290837,1,Fair,Medium,Adult
35,15000.0,Salaried,687.0,2,9524.0,0.63,0,0,Tier 2,18360,0.6349333333333333,1,Good,Low,Adult
27,104684.0,Self-Employed,761.0,3,54776.0,0.77,1,1,Tier 2,218960,0.523250926598143,1,Excellent,High,Young
30,70077.0,Self-Employed,677.0,3,36888.0,0.73,3,4,Tier 3,75400,0.5263923969348003,1,Good,Medium,Adult
34,18965.0,Self-Employed,900.0,2,6216.0,1.0,0,2,Tier 3,47413,0.3277616662272607,0,Excellent,Low,Adult
33,20326.0,Self-Employed,714.0,1,6639.0,0.86,0,2,Tier 3,28290,0.32662599626094657,1,Good,Low,Adult
28,15000.0,Self-Employed,820.0,2,4993.0,0.83,3,4,Tier 3,28667,0.33286666666666664,1,Excellent,Low,Young
37,63153.0,Salaried,694.0,3,29955.0,0.9,0,0,Tier 3,90005,0.4743242601301601,0,Good,Medium,Adult
41,112871.0,Self-Employed,781.0,3,41925.0,0.87,0,3,Tier 2,263597,0.37144173436932426,1,Excellent,High,Adult
37,43466.0,Salaried,658.0,2,20361.0,0.7,0,4,Tier 1,55398,0.4684350986978328,1,Fair,Medium,Adult
